Wall time,Step,Value
1630143850.6132016,1,0.6842383146286011
1630144737.4927826,100,6.4179205894470215
1630145735.9367726,200,34.44047927856445
1630143850.6132016,1,0.6842383146286011
1630144737.4927826,100,6.4179205894470215
1630145735.9367726,200,34.44047927856445
1630146990.149632,300,54.23805618286133
1630148644.2333777,400,56.98794174194336
1630150223.9606485,500,8.860892295837402
1630143850.6132016,1,0.6842383146286011
1630224131.1410723,600,38.25242614746094
1630225753.619224,700,56.128963470458984
1630227334.3661144,800,-2.6378960609436035
1630224131.1410723,600,38.25242614746094
1630225753.619224,700,56.128963470458984
1630227334.3661144,800,-2.6378960609436035
1630228824.9533083,900,12.794063568115234
1630230271.7755282,1000,12.670564651489258
1630224131.1410723,600,38.25242614746094
1630225753.619224,700,56.128963470458984
1630227334.3661144,800,-2.6378960609436035
1630228824.9533083,900,12.794063568115234
1630230271.7755282,1000,12.670564651489258
1630231621.8921647,1100,39.65100860595703
1630232850.882248,1200,95.93258666992188
1630234112.3691053,1300,6.3698577880859375
1630235341.5967467,1400,71.79869842529297
1630224131.1410723,600,38.25242614746094
1630225753.619224,700,56.128963470458984
1630227334.3661144,800,-2.6378960609436035
1630228824.9533083,900,12.794063568115234
1630230271.7755282,1000,12.670564651489258
1630231621.8921647,1100,39.65100860595703
1630232850.882248,1200,95.93258666992188
1630234112.3691053,1300,6.3698577880859375
1630235341.5967467,1400,71.79869842529297
1630224131.1410723,600,38.25242614746094
1630225753.619224,700,56.128963470458984
1630227334.3661144,800,-2.6378960609436035
1630228824.9533083,900,12.794063568115234
1630230271.7755282,1000,12.670564651489258
1630231621.8921647,1100,39.65100860595703
1630232850.882248,1200,95.93258666992188
1630234112.3691053,1300,6.3698577880859375
1630235341.5967467,1400,71.79869842529297
1630236584.1380718,1500,66.99846649169922
1630224131.1410723,600,38.25242614746094
1630320214.243012,1600,28.151180267333984
1630321282.823855,1700,55.9685173034668
1630320214.243012,1600,28.151180267333984
1630321282.823855,1700,55.9685173034668
1630322354.4122262,1800,62.788692474365234
1630323458.7196684,1900,41.705894470214844
1630324529.4958906,2000,39.0485954284668
1630320214.243012,1600,28.151180267333984
1630321282.823855,1700,55.9685173034668
1630322354.4122262,1800,62.788692474365234
1630323458.7196684,1900,41.705894470214844
1630324529.4958906,2000,39.0485954284668
1630325639.0374362,2100,-2.1052584648132324
1630326710.4397635,2200,32.02470397949219
1630320214.243012,1600,28.151180267333984
1630321282.823855,1700,55.9685173034668
1630322354.4122262,1800,62.788692474365234
1630320214.243012,1600,28.151180267333984
1630321282.823855,1700,55.9685173034668
1630322354.4122262,1800,62.788692474365234
1630323458.7196684,1900,41.705894470214844
1630324529.4958906,2000,39.0485954284668
1630325639.0374362,2100,-2.1052584648132324
1630326710.4397635,2200,32.02470397949219
1630327782.2036347,2300,6.333066463470459
1630328886.8187077,2400,14.656055450439453
1630329958.953027,2500,5.203225135803223
1630320214.243012,1600,28.151180267333984
1630321282.823855,1700,55.9685173034668
1630322354.4122262,1800,62.788692474365234
1630323458.7196684,1900,41.705894470214844
1630324529.4958906,2000,39.0485954284668
1630325639.0374362,2100,-2.1052584648132324
1630320214.243012,1600,28.151180267333984
1630320214.243012,1600,28.151180267333984
1630389166.5254147,1600,-43.208255767822266
1630390167.325817,1700,127.90250396728516
1630396143.9069557,1600,25.413816452026367
1630397159.9038422,1700,64.63177490234375
1630398177.891965,1800,46.94561767578125
1630396143.9069557,1600,25.413816452026367
1630397159.9038422,1700,64.63177490234375
1630398177.891965,1800,46.94561767578125
1630399230.0380492,1900,76.19717407226562
1630400249.79392,2000,70.08212280273438
1630401313.259159,2100,42.05225372314453
1630396143.9069557,1600,25.413816452026367
1630397159.9038422,1700,64.63177490234375
1630398177.891965,1800,46.94561767578125
1630399230.0380492,1900,76.19717407226562
1630400249.79392,2000,70.08212280273438
1630401313.259159,2100,42.05225372314453
1630402331.5197845,2200,101.38082122802734
1630403343.6054878,2300,38.21872329711914
1630396143.9069557,1600,25.413816452026367
1630397159.9038422,1700,64.63177490234375
1630398177.891965,1800,46.94561767578125
1630399230.0380492,1900,76.19717407226562
1630400249.79392,2000,70.08212280273438
1630401313.259159,2100,42.05225372314453
1630402331.5197845,2200,101.38082122802734
1630403343.6054878,2300,38.21872329711914
1630404389.4238594,2400,15.718461990356445
1630405412.386024,2500,28.88174057006836
1630406468.2785962,2600,-18.752500534057617
1630396143.9069557,1600,25.413816452026367
1630397159.9038422,1700,64.63177490234375
1630398177.891965,1800,46.94561767578125
1630399230.0380492,1900,76.19717407226562
1630400249.79392,2000,70.08212280273438
1630401313.259159,2100,42.05225372314453
1630402331.5197845,2200,101.38082122802734
1630403343.6054878,2300,38.21872329711914
1630404389.4238594,2400,15.718461990356445
1630405412.386024,2500,28.88174057006836
1630406468.2785962,2600,-18.752500534057617
1630472080.193131,2600,44.55413055419922
1630473098.4521525,2700,54.10795211791992
1630474117.1735578,2800,9.54864501953125
1630475168.4081445,2900,12.181207656860352
1630472080.193131,2600,44.55413055419922
1630473098.4521525,2700,54.10795211791992
1630474117.1735578,2800,9.54864501953125
1630475168.4081445,2900,12.181207656860352
1630489751.2243006,3200,36.38573455810547
1630490868.405845,3300,16.817110061645508
1630492017.491122,3400,40.157413482666016
1630489751.2243006,3200,36.38573455810547
1630490868.405845,3300,16.817110061645508
1630492017.491122,3400,40.157413482666016
1630493139.8040655,3500,-0.008991122245788574
1630494257.8005097,3600,29.434581756591797
1630578541.5345576,3900,17.564294815063477
1630579560.7900136,4000,11.238842964172363
1630580587.438966,4100,29.29985237121582
1630581644.5400908,4200,16.624996185302734
1630582666.5376728,4300,48.78903579711914
1630583688.0833144,4400,53.92232894897461
1630584748.7375548,4500,2.5645573139190674
1630686623.0845141,5000,58.46039581298828
