"name","area pred","max exg pred","mean exg pred","min exg pred","max exr pred","mean exr pred","min exr pred","max exgr pred","mean exgr pred","min exgr pred","Gen ","Frame","","max exg gt","mean exg gt","min exg gt","max exr gt","mean exr gt","min exr gt","max exgr gt","mean exgr gt","min exgr gt","area gt"
"video0013_frame0001_R128x128.png","0","17","-3.9226684570312","-81","106","13.661254882812","0","10","-17.583923339844","-129","13","1","","17","-3.9226684570312","-81","106","13.661254882812","0","10","-17.583923339844","-129","0"
"video0013_frame0002_R128x128.png","2","27","-11.719116210938","-51","103","16.402160644531","0","27","-28.121276855469","-120","13","2","","27","-11.719116210938","-51","103","16.402160644531","0","27","-28.121276855469","-120","2"
"video0013_frame0003_R128x128.png","114","49","-1.8346557617188","-111","113","17.687255859375","0","49","-19.521911621094","-147","13","3","","49","-1.8346557617188","-111","113","17.687255859375","0","49","-19.521911621094","-147","114"
"video0013_frame0004_R128x128.png","478","73","-6.0654296875","-86","116","16.226379394531","0","73","-22.291809082031","-146","13","4","","73","-6.0654296875","-86","116","16.226379394531","0","73","-22.291809082031","-146","478"
"video0013_frame0005_R128x128.png","1212","76","6.29248046875","-26","110","19.116943359375","0","76","-12.824462890625","-120","13","5","","70","2.9899291992188","-65","115","17.227844238281","0","70","-14.237915039062","-141","1077"
"video0013_frame0006_R128x128.png","2927","71","9.0878295898438","-31","109","16.070983886719","0","71","-6.983154296875","-118","13","6","","75","3.3928833007812","-73","122","15.254333496094","0","75","-11.861450195312","-145","2677"
"video0013_frame0007_R128x128.png","5184","71","16.884338378906","-26","110","14.213195800781","0","71","2.671142578125","-116","13","7","","72","14.425598144531","-61","112","13.710388183594","0","72","0.7152099609375","-125","4904"
"video0013_frame0008_R128x128.png","9003","73","25.89013671875","-20","110","9.1408081054688","0","73","16.749328613281","-127","13","8","","75","25.351989746094","-104","107","9.3665161132812","0","75","15.985473632812","-127","8890"
"video0014_frame0001_R128x128.png","10771","79","32.465515136719","-27","88","4.5253295898438","0","79","27.940185546875","-110","14","9","","79","32.465515136719","-27","88","4.5253295898438","0","79","27.940185546875","-110","10771"
"video0014_frame0002_R128x128.png","12690","92","46.678466796875","-18","95","4.430908203125","0","92","42.24755859375","-103","14","10","","92","46.678466796875","-18","95","4.430908203125","0","92","42.24755859375","-103","12690"
"video0014_frame0003_R128x128.png","13639","123","58.946533203125","-108","112","3.7576293945312","0","123","55.188903808594","-151","14","11","","123","58.946533203125","-108","112","3.7576293945312","0","123","55.188903808594","-151","13639"
"video0014_frame0004_R128x128.png","13685","135","73.109741210938","-34","121","3.3397827148438","0","135","69.769958496094","-132","14","12","","135","73.109741210938","-34","121","3.3397827148438","0","135","69.769958496094","-132","13685"
"video0014_frame0005_R128x128.png","13134","118","59.387817382812","-18","94","2.3292846679688","0","118","57.058532714844","-108","14","13","","107","59.593017578125","-101","87","1.1714477539062","0","107","58.421569824219","-113","14084"
"video0014_frame0006_R128x128.png","13556","97","50.004699707031","-32","109","5.1577758789062","0","97","44.846923828125","-109","14","14","","105","50.495971679688","-42","113","4.1719360351562","0","105","46.324035644531","-128","13980"
"video0014_frame0007_R128x128.png","13422","95","47.213134765625","-27","112","4.3543701171875","0","95","42.858764648438","-107","14","15","","130","51.34228515625","-89","115","3.7107543945312","0","130","47.631530761719","-119","13794"
"video0014_frame0008_R128x128.png","12650","109","49.018981933594","-20","109","6.4689331054688","0","109","42.550048828125","-111","14","16","","106","53.714172363281","-41","120","3.0484008789062","0","106","50.665771484375","-137","11843"
"video0015_frame0001_R128x128.png","1","25","-1.4408569335938","-52","106","13.754211425781","0","25","-15.195068359375","-109","15","1","","25","-1.4408569335938","-52","106","13.754211425781","0","25","-15.195068359375","-109","1"
"video0015_frame0002_R128x128.png","0","26","-8.8525390625","-36","106","16.144470214844","0","20","-24.997009277344","-104","15","2","","26","-8.8525390625","-36","106","16.144470214844","0","20","-24.997009277344","-104","0"
"video0015_frame0003_R128x128.png","133","55","-2.1631469726562","-65","103","19.529602050781","0","55","-21.692749023438","-129","15","3","","55","-2.1631469726562","-65","103","19.529602050781","0","55","-21.692749023438","-129","133"
"video0015_frame0004_R128x128.png","436","74","-2.8362426757812","-32","110","17.94189453125","0","74","-20.778137207031","-140","15","4","","74","-2.8362426757812","-32","110","17.94189453125","0","74","-20.778137207031","-140","436"
"video0015_frame0005_R128x128.png","1232","66","7.3781127929688","-21","112","20.017639160156","0","66","-12.639526367188","-121","15","5","","64","2.9113159179688","-57","113","18.131286621094","0","64","-15.219970703125","-133","980"
"video0015_frame0006_R128x128.png","3474","69","13.991638183594","-28","108","17.154113769531","0","69","-3.1624755859375","-113","15","6","","68","10.19970703125","-35","117","16.423095703125","0","68","-6.223388671875","-130","3024"
"video0015_frame0007_R128x128.png","4809","64","16.696228027344","-23","109","14.471313476562","0","64","2.2249145507812","-113","15","7","","68","12.888977050781","-43","112","14.647644042969","0","68","-1.7586669921875","-123","4205"
"video0015_frame0008_R128x128.png","9642","65","27.336791992188","-20","104","8.9322509765625","0","65","18.404541015625","-122","15","8","","88","29.522888183594","-24","104","8.631591796875","0","88","20.891296386719","-110","9902"
"video0016_frame0001_R128x128.png","8123","68","23.964050292969","-24","107","9.8172607421875","0","68","14.146789550781","-112","16","9","","68","23.964050292969","-24","107","9.8172607421875","0","68","14.146789550781","-112","8123"
"video0016_frame0002_R128x128.png","13012","88","44.568176269531","-20","106","3.2252197265625","0","88","41.342956542969","-110","16","10","","88","44.568176269531","-20","106","3.2252197265625","0","88","41.342956542969","-110","13012"
"video0016_frame0003_R128x128.png","13888","116","60.927124023438","-25","100","2.749267578125","0","116","58.177856445312","-101","16","11","","116","60.927124023438","-25","100","2.749267578125","0","116","58.177856445312","-101","13888"
"video0016_frame0004_R128x128.png","13847","97","52.250915527344","-18","95","3.202392578125","0","97","49.048522949219","-106","16","12","","97","52.250915527344","-18","95","3.202392578125","0","97","49.048522949219","-106","13847"
"video0016_frame0005_R128x128.png","13418","131","64.9443359375","-14","71","1.9905395507812","0","131","62.953796386719","-84","16","13","","133","74.481140136719","-17","100","1.1415405273438","0","133","73.339599609375","-97","13763"
"video0016_frame0006_R128x128.png","13651","99","49.658203125","-15","108","4.183349609375","0","99","45.474853515625","-108","16","14","","106","57.680786132812","-22","112","2.7752075195312","0","106","54.905578613281","-123","12782"
"video0016_frame0007_R128x128.png","14302","89","47.168273925781","-13","103","3.6224975585938","0","89","43.545776367188","-112","16","15","","125","55.606018066406","-41","104","1.9337768554688","0","125","53.672241210938","-103","14547"
"video0016_frame0008_R128x128.png","13204","104","52.793579101562","-29","100","2.876708984375","0","104","49.916870117188","-128","16","16","","120","60.090393066406","-42","113","1.9010620117188","0","120","58.189331054688","-134","13262"
"video0017_frame0001_R128x128.png","1","27","-5.224365234375","-115","108","15.279724121094","0","27","-20.504089355469","-146","17","1","","27","-5.224365234375","-115","108","15.279724121094","0","27","-20.504089355469","-146","1"
"video0017_frame0002_R128x128.png","0","20","-10.894714355469","-60","110","17.251342773438","0","17","-28.146057128906","-120","17","2","","20","-10.894714355469","-60","110","17.251342773438","0","17","-28.146057128906","-120","0"
"video0017_frame0003_R128x128.png","112","47","-1.3068237304688","-76","107","20.745849609375","0","47","-22.052673339844","-120","17","3","","47","-1.3068237304688","-76","107","20.745849609375","0","47","-22.052673339844","-120","112"
"video0017_frame0004_R128x128.png","545","64","-2.2129516601562","-81","116","16.864196777344","0","64","-19.0771484375","-128","17","4","","64","-2.2129516601562","-81","116","16.864196777344","0","64","-19.0771484375","-128","545"
"video0017_frame0005_R128x128.png","1345","72","7.8516845703125","-22","110","18.593139648438","0","72","-10.741455078125","-122","17","5","","74","4.7210693359375","-62","109","18.094848632812","0","74","-13.373779296875","-127","1230"
"video0017_frame0006_R128x128.png","3858","81","15.354553222656","-27","105","16.378234863281","0","81","-1.023681640625","-123","17","6","","84","11.356628417969","-49","111","15.912231445312","0","84","-4.5556030273438","-124","3380"
"video0017_frame0007_R128x128.png","5819","64","18.981811523438","-22","96","13.938842773438","0","64","5.04296875","-106","17","7","","81","18.405151367188","-45","110","13.665100097656","0","81","4.7400512695312","-118","5716"
"video0017_frame0008_R128x128.png","9592","70","28.563354492188","-22","110","10.3017578125","0","70","18.261596679688","-125","17","8","","88","29.522888183594","-24","104","8.631591796875","0","88","20.891296386719","-110","9902"
"video0018_frame0001_R128x128.png","11689","83","35.9384765625","-28","109","5.2947998046875","0","83","30.643676757812","-136","18","9","","83","35.9384765625","-28","109","5.2947998046875","0","83","30.643676757812","-136","11689"
"video0018_frame0002_R128x128.png","13024","93","45.677062988281","-12","103","3.3917846679688","0","93","42.285278320312","-104","18","10","","93","45.677062988281","-12","103","3.3917846679688","0","93","42.285278320312","-104","13024"
"video0018_frame0003_R128x128.png","14110","104","52.369689941406","-36","94","1.5974731445312","0","104","50.772216796875","-130","18","11","","104","52.369689941406","-36","94","1.5974731445312","0","104","50.772216796875","-130","14110"
"video0018_frame0004_R128x128.png","13561","109","60.405944824219","-24","93","2.4511108398438","0","109","57.954833984375","-101","18","12","","109","60.405944824219","-24","93","2.4511108398438","0","109","57.954833984375","-101","13561"
"video0018_frame0005_R128x128.png","13665","118","66.122985839844","-6","107","2.6363525390625","0","118","63.486633300781","-103","18","13","","121","71.915161132812","-9","113","1.4412841796875","0","121","70.473876953125","-106","14043"
"video0018_frame0006_R128x128.png","14282","92","47.805603027344","-31","108","2.0370483398438","0","92","45.7685546875","-121","18","14","","97","55.624145507812","-46","116","1.6185302734375","0","97","54.005615234375","-120","13104"
"video0018_frame0007_R128x128.png","14681","98","45.785949707031","-12","119","3.5675659179688","0","98","42.218383789062","-118","18","15","","160","58.225341796875","-30","113","2.7463989257812","0","160","55.478942871094","-114","11601"
"video0018_frame0008_R128x128.png","13184","97","50.187255859375","-24","99","1.300048828125","0","97","48.88720703125","-116","18","16","","124","68.614318847656","-13","106","0.48773193359375","0","124","68.126586914062","-119","10678"
