Date,Time,Room Temperature (degree Celsius),Relative Humidity (%)
28.02.18,09:54:00,16.1,64.5
28.02.18,10:06:00,16.4,65
28.02.18,10:18:00,16.8,65.5
28.02.18,10:30:00,17.1,65.3
28.02.18,10:42:00,17.3,65.9
28.02.18,10:54:00,17.7,63.7
28.02.18,11:06:00,18,61.8
28.02.18,11:18:00,17.4,61.3
28.02.18,11:30:00,16.7,60
28.02.18,11:42:00,16.4,59.7
28.02.18,11:54:00,16,59.6
28.02.18,12:06:00,15.7,59.5
28.02.18,12:18:00,15.7,59.4
28.02.18,12:30:00,15.8,59.6
28.02.18,12:42:00,15.8,61
28.02.18,12:54:00,15.9,62.6
28.02.18,13:06:00,16,63.6
28.02.18,13:18:00,16.3,64.3
28.02.18,13:30:00,16.5,64.4
28.02.18,13:42:00,16.9,66.4
28.02.18,13:54:00,17.9,64.9
28.02.18,14:06:00,18.5,62.2
28.02.18,14:18:00,18.9,67.6
28.02.18,14:30:00,18.7,68.4
28.02.18,14:42:00,18.6,69.7
28.02.18,14:54:00,18.6,69.4
28.02.18,15:06:00,18.6,68
28.02.18,15:18:00,18.8,68.4
28.02.18,15:30:00,19.1,68.1
28.02.18,15:42:00,19.2,67
28.02.18,15:54:00,19.3,66
28.02.18,16:06:00,19.6,65.1
28.02.18,16:18:00,20,65
28.02.18,16:30:00,20.2,64.1
28.02.18,16:42:00,20,61.9
28.02.18,16:54:00,20,60.7
28.02.18,17:06:00,20.1,61.2
28.02.18,17:18:00,19.8,61.3
28.02.18,17:30:00,19.5,60.8
28.02.18,17:42:00,19,60.6
28.02.18,17:54:00,18.9,60.1
28.02.18,18:06:00,19.7,62.2
28.02.18,18:18:00,20.4,62.4
28.02.18,18:30:00,20.8,62.7
28.02.18,18:42:00,21.1,62.2
28.02.18,18:54:00,21.3,61.3
28.02.18,19:06:00,20.7,58.3
28.02.18,19:18:00,19.5,52.5
28.02.18,19:30:00,18.1,58.7
28.02.18,19:42:00,17.4,53
28.02.18,19:54:00,16.2,57.2
28.02.18,20:06:00,15.6,57.8
28.02.18,20:18:00,15.2,52.8
28.02.18,20:30:00,14.1,59.7
28.02.18,20:42:00,13.9,57.6
28.02.18,20:54:00,13.5,52.6
28.02.18,21:06:00,12.6,61.7
28.02.18,21:18:00,12.6,56.7
28.02.18,21:30:00,12.3,52.6
28.02.18,21:42:00,12.6,58.8
28.02.18,21:54:00,13.7,59.5
28.02.18,22:06:00,12.9,57.3
28.02.18,22:18:00,12.3,52.5
28.02.18,22:30:00,12.7,58.6
28.02.18,22:42:00,13.4,60.3
28.02.18,22:54:00,12.6,56.7
28.02.18,23:06:00,12,52.2
28.02.18,23:18:00,13.5,57.1
28.02.18,23:30:00,12.6,62.9
28.02.18,23:42:00,12.1,55
28.02.18,23:54:00,12.4,57.7
01.03.18,00:06:00,12.1,57
01.03.18,00:18:00,12.5,57.3
01.03.18,00:30:00,12.1,58
01.03.18,00:42:00,12.5,57
01.03.18,00:54:00,12.1,58.7
01.03.18,01:06:00,12.4,58.2
01.03.18,01:18:00,12.1,57.3
01.03.18,01:30:00,12.5,59.9
01.03.18,01:42:00,12.4,56.1
01.03.18,01:54:00,12.3,61.7
01.03.18,02:06:00,12.4,55.3
01.03.18,02:18:00,12.1,62.1
01.03.18,02:30:00,12.5,55.9
01.03.18,02:42:00,12.1,60.8
01.03.18,02:54:00,12.6,57.4
01.03.18,03:06:00,12,59.1
01.03.18,03:18:00,12.5,58.7
01.03.18,03:30:00,12.3,56.4
01.03.18,03:42:00,12.1,61.4
01.03.18,03:54:00,12.5,56.5
01.03.18,04:06:00,12,60.2
01.03.18,04:18:00,12.4,56.7
01.03.18,04:30:00,12.1,57.8
01.03.18,04:42:00,12.4,59.5
01.03.18,04:54:00,12.4,55.4
01.03.18,05:06:00,11.9,61.9
01.03.18,05:18:00,12.6,57.7
01.03.18,05:30:00,12.2,58.6
01.03.18,05:42:00,12.6,60
01.03.18,05:54:00,12.9,52.5
01.03.18,06:06:00,12.7,59.2
01.03.18,06:18:00,12.8,60.7
01.03.18,06:30:00,12.1,56.6
01.03.18,06:42:00,12.3,60.1
01.03.18,06:54:00,12.5,55.8
01.03.18,07:06:00,12.9,61
01.03.18,07:18:00,14,53.3
01.03.18,07:30:00,14.5,56.3
01.03.18,07:42:00,14.8,58.4
01.03.18,07:54:00,15.1,59.1
01.03.18,08:06:00,15.1,58.3
01.03.18,08:18:00,14.8,61
01.03.18,08:30:00,15,62.8
01.03.18,08:42:00,15.3,63.7
01.03.18,08:54:00,15.5,64.2
01.03.18,09:06:00,15.7,64.5
01.03.18,09:18:00,15.9,64.6
01.03.18,09:30:00,16.2,64.7
01.03.18,09:42:00,16.4,64.5
01.03.18,09:54:00,16.7,64.9
01.03.18,10:06:00,16.9,65
01.03.18,10:18:00,17.1,65.3
01.03.18,10:30:00,17.3,65.3
01.03.18,10:42:00,17.5,65.8
01.03.18,10:54:00,17.7,66.8
01.03.18,11:06:00,17.9,67
01.03.18,11:18:00,18.1,67.9
01.03.18,11:30:00,18.4,66.8
01.03.18,11:42:00,18.6,65.6
01.03.18,11:54:00,18.8,62.9
01.03.18,12:06:00,19.1,63.2
01.03.18,12:18:00,19.5,64.1
01.03.18,12:30:00,19.8,65.4
01.03.18,12:42:00,20.1,65.7
01.03.18,12:54:00,20.3,65.2
01.03.18,13:06:00,20.4,65.2
01.03.18,13:18:00,20.6,64.5
01.03.18,13:30:00,20.9,64.4
01.03.18,13:42:00,21.1,63.9
01.03.18,13:54:00,20.3,64.1
01.03.18,14:06:00,19.5,62.6
01.03.18,14:18:00,18.8,62.6
01.03.18,14:30:00,18.5,62.9
01.03.18,14:42:00,18.3,63
01.03.18,14:54:00,17.9,62.9
01.03.18,15:06:00,17.6,62.3
01.03.18,15:18:00,18.2,62.1
01.03.18,15:30:00,19.1,63.2
01.03.18,15:42:00,19.9,64
01.03.18,15:54:00,20.6,64.7
01.03.18,16:06:00,20.9,65.5
01.03.18,16:18:00,20.2,64.1
01.03.18,16:30:00,19.6,63.2
01.03.18,16:42:00,19,62
01.03.18,16:54:00,19.3,60.6
01.03.18,17:06:00,20,60.8
01.03.18,17:18:00,20.6,61.9
01.03.18,17:30:00,21,61.9
01.03.18,17:42:00,21.3,61.6
01.03.18,17:54:00,21.5,60.9
01.03.18,18:06:00,21.8,60.1
01.03.18,18:18:00,22,60.1
01.03.18,18:30:00,22.2,60.2
01.03.18,18:42:00,22.1,58.8
01.03.18,18:54:00,22.1,58.6
01.03.18,19:06:00,21.4,57.6
01.03.18,19:18:00,20.1,52.5
01.03.18,19:30:00,18.7,54.8
01.03.18,19:42:00,17.9,57.3
01.03.18,19:54:00,17.2,52.7
01.03.18,20:06:00,16.5,52
01.03.18,20:18:00,15.5,61.9
01.03.18,20:30:00,15.3,55.3
01.03.18,20:42:00,14.9,52.3
01.03.18,20:54:00,14.4,51.6
01.03.18,21:06:00,13.5,62.2
01.03.18,21:18:00,13.6,55.1
01.03.18,21:30:00,13.3,52.2
01.03.18,21:42:00,13,51.3
01.03.18,21:54:00,12.7,61.2
01.03.18,22:06:00,13.6,52.3
01.03.18,22:18:00,12.7,60.1
01.03.18,22:30:00,13.6,53.2
01.03.18,22:42:00,12.7,52
01.03.18,22:54:00,13.4,59.5
01.03.18,23:06:00,12.7,60.4
01.03.18,23:18:00,12.5,58.5
01.03.18,23:30:00,12,53.4
01.03.18,23:42:00,12.5,58.1
01.03.18,23:54:00,13.3,59.5
02.03.18,00:06:00,12.3,59.1
02.03.18,00:18:00,12.1,53.3
02.03.18,00:30:00,13.2,60
02.03.18,00:42:00,12.7,61.4
02.03.18,00:54:00,12,58.1
02.03.18,01:06:00,12.5,58.7
02.03.18,01:18:00,13.4,56.1
02.03.18,01:30:00,12.4,52
02.03.18,01:42:00,12,55.5
02.03.18,01:54:00,13.1,56.8
02.03.18,02:06:00,12.1,51.8
02.03.18,02:18:00,12.4,60.4
02.03.18,02:30:00,12.3,55.3
02.03.18,02:42:00,12.2,61.9
02.03.18,02:54:00,12.8,55
02.03.18,03:06:00,13,60.9
02.03.18,03:18:00,12.9,54.2
02.03.18,03:30:00,13.6,58.7
02.03.18,03:42:00,12.6,57.7
02.03.18,03:54:00,13.6,55.7
02.03.18,04:06:00,12.4,51.3
02.03.18,04:18:00,12.2,57.7
02.03.18,04:30:00,12.1,57.7
02.03.18,04:42:00,12.5,58.5
02.03.18,04:54:00,12.6,57
02.03.18,05:06:00,12.3,53.4
02.03.18,05:18:00,12.3,61
02.03.18,05:30:00,12.5,55.3
02.03.18,05:42:00,12,62
02.03.18,05:54:00,12.6,58.1
02.03.18,06:06:00,13.3,57.3
02.03.18,06:18:00,12.2,52.2
02.03.18,06:30:00,12.5,58.6
02.03.18,06:42:00,12.1,57.6
02.03.18,06:54:00,12.5,59.8
02.03.18,07:06:00,12.6,56.7
02.03.18,07:18:00,13.8,61.6
02.03.18,07:30:00,14.7,59.3
02.03.18,07:42:00,15.2,59.1
02.03.18,07:54:00,15.5,59.2
02.03.18,08:06:00,15.4,59
02.03.18,08:18:00,14.7,62.6
02.03.18,08:30:00,15.1,64
02.03.18,08:42:00,15.4,64
02.03.18,08:54:00,15.6,64.7
02.03.18,09:06:00,15.9,65.3
02.03.18,09:18:00,16.1,65.2
02.03.18,09:30:00,16.4,64.5
02.03.18,09:42:00,16.7,64.1
02.03.18,09:54:00,17,64.3
02.03.18,10:06:00,17.4,65.3
02.03.18,10:18:00,17.8,65.1
02.03.18,10:30:00,17.7,62.4
02.03.18,10:42:00,16.8,60.2
02.03.18,10:54:00,16.3,60.3
02.03.18,11:06:00,16,60.1
02.03.18,11:18:00,15.7,60.6
02.03.18,11:30:00,15.6,61.1
02.03.18,11:42:00,15.6,61.6
02.03.18,11:54:00,15.8,61.8
02.03.18,12:06:00,15.9,63.5
02.03.18,12:18:00,15.9,65.4
02.03.18,12:30:00,15.8,65.7
02.03.18,12:42:00,16.8,67.4
02.03.18,12:54:00,18.2,68.9
02.03.18,13:06:00,18,69.7
02.03.18,13:18:00,17.9,67.4
02.03.18,13:30:00,18,66.1
02.03.18,13:42:00,18.1,66.8
02.03.18,13:54:00,18.3,67
02.03.18,14:06:00,18.4,66.3
02.03.18,14:18:00,18.1,63.4
02.03.18,14:30:00,17.9,62.6
02.03.18,14:42:00,18.6,63.6
02.03.18,14:54:00,19.2,65.5
02.03.18,15:06:00,19.7,67.6
02.03.18,15:18:00,20,66.1
02.03.18,15:30:00,20.6,65.4
02.03.18,15:42:00,21.1,63.7
02.03.18,15:54:00,21.6,63.4
02.03.18,16:06:00,22.1,63.1
02.03.18,16:18:00,22.3,61.6
02.03.18,16:30:00,22.1,58.3
02.03.18,16:42:00,22,57.8
02.03.18,16:54:00,21.9,58.7
02.03.18,17:06:00,21.9,59.8
02.03.18,17:18:00,22,60.3
02.03.18,17:30:00,22,60.8
02.03.18,17:42:00,22,61.2
02.03.18,17:54:00,22,61.4
02.03.18,18:06:00,22,61.7
02.03.18,18:18:00,22.1,62.3
02.03.18,18:30:00,22.2,62.2
02.03.18,18:42:00,22.3,62.4
02.03.18,18:54:00,22.4,62.4
02.03.18,19:06:00,21.8,60.3
02.03.18,19:18:00,20.5,57.6
02.03.18,19:30:00,19.5,56.4
02.03.18,19:42:00,18.7,56.2
02.03.18,19:54:00,18,56.4
02.03.18,20:06:00,17.3,57
02.03.18,20:18:00,16.8,57.4
02.03.18,20:30:00,16.4,57.5
02.03.18,20:42:00,15.9,57.8
02.03.18,20:54:00,15.6,58.1
02.03.18,21:06:00,15.2,58.4
02.03.18,21:18:00,14.9,58.6
02.03.18,21:30:00,14.8,58.2
02.03.18,21:42:00,14.5,58
02.03.18,21:54:00,14.3,57.9
02.03.18,22:06:00,14,57.8
02.03.18,22:18:00,13.7,57.7
02.03.18,22:30:00,13.4,57.6
02.03.18,22:42:00,13.2,57.4
02.03.18,22:54:00,12.9,57.1
02.03.18,23:06:00,12.6,57
02.03.18,23:18:00,12.4,57.3
02.03.18,23:30:00,12.2,57.5
02.03.18,23:42:00,12,57.5
02.03.18,23:54:00,12.1,56.9
03.03.18,00:06:00,12.5,54.9
03.03.18,00:18:00,12.1,55.5
03.03.18,00:30:00,12.1,55.7
03.03.18,00:42:00,12.4,54.5
03.03.18,00:54:00,12,55
03.03.18,01:06:00,12.2,54.3
03.03.18,01:18:00,12.2,53.4
03.03.18,01:30:00,12.2,53.2
03.03.18,01:42:00,12.2,51.8
03.03.18,01:54:00,12.1,53.3
03.03.18,02:06:00,13,61.6
03.03.18,02:18:00,12.7,54.6
03.03.18,02:30:00,12.1,54
03.03.18,02:42:00,12.3,53.2
03.03.18,02:54:00,12.2,52.1
03.03.18,03:06:00,12.2,52.6
03.03.18,03:18:00,13.2,61.2
03.03.18,03:30:00,12.9,53.7
03.03.18,03:42:00,12.2,53.2
03.03.18,03:54:00,12.2,52.7
03.03.18,04:06:00,12.3,51.6
03.03.18,04:18:00,12.2,52.1
03.03.18,04:30:00,12.6,62
03.03.18,04:42:00,12.7,55.7
03.03.18,04:54:00,12.2,54.8
03.03.18,05:06:00,12.4,53.7
03.03.18,05:18:00,12.3,52.9
03.03.18,05:30:00,12.1,53.9
03.03.18,05:42:00,12.4,52.9
03.03.18,05:54:00,12.1,53.8
03.03.18,06:06:00,12.6,52.3
03.03.18,06:18:00,12.1,53.5
03.03.18,06:30:00,12.6,52.7
03.03.18,06:42:00,12.2,53.2
03.03.18,06:54:00,12.2,53.7
03.03.18,07:06:00,12.5,52.7
03.03.18,07:18:00,13.5,55.1
03.03.18,07:30:00,14.5,60.1
03.03.18,07:42:00,15.3,63.2
03.03.18,07:54:00,15.9,63.5
03.03.18,08:06:00,16.2,63.5
03.03.18,08:18:00,16.4,65.9
03.03.18,08:30:00,16.8,67.1
03.03.18,08:42:00,17.2,67.5
03.03.18,08:54:00,17.5,68.2
03.03.18,09:06:00,17.8,68.6
03.03.18,09:18:00,18,67.9
03.03.18,09:30:00,18.4,67.3
03.03.18,09:42:00,18.8,68
03.03.18,09:54:00,19.1,68.4
03.03.18,10:06:00,19.5,67.6
03.03.18,10:18:00,19.9,67.8
03.03.18,10:30:00,20.5,68.5
03.03.18,10:42:00,21,69
03.03.18,10:54:00,21.4,69.5
03.03.18,11:06:00,21.8,70.1
03.03.18,11:18:00,22.3,70.5
03.03.18,11:30:00,22.7,70.8
03.03.18,11:42:00,23.1,70.8
03.03.18,11:54:00,23.5,70.7
03.03.18,12:06:00,23.9,70.6
03.03.18,12:18:00,24.1,66.1
03.03.18,12:30:00,24,63.1
03.03.18,12:42:00,23.6,60.3
03.03.18,12:54:00,22.9,63.5
03.03.18,13:06:00,22.4,65.1
03.03.18,13:18:00,22.2,65.7
03.03.18,13:30:00,22,66.4
03.03.18,13:42:00,21.7,66.5
03.03.18,13:54:00,21.4,66.9
03.03.18,14:06:00,21,69.8
03.03.18,14:18:00,21.3,68.8
03.03.18,14:30:00,22.4,69.4
03.03.18,14:42:00,23.2,69.9
03.03.18,14:54:00,23.9,69.6
03.03.18,15:06:00,24,62
03.03.18,15:18:00,23.9,59.1
03.03.18,15:30:00,23.9,62.9
03.03.18,15:42:00,23.9,64.4
03.03.18,15:54:00,23.9,61.7
03.03.18,16:06:00,24,61
03.03.18,16:18:00,23.8,64.2
03.03.18,16:30:00,23.8,60.3
03.03.18,16:42:00,24,62.4
03.03.18,16:54:00,23.9,63.5
03.03.18,17:06:00,23.7,62.3
03.03.18,17:18:00,23.9,61.4
03.03.18,17:30:00,23.8,64.7
03.03.18,17:42:00,23.8,60.3
03.03.18,17:54:00,23.9,62.8
03.03.18,18:06:00,24,59.1
03.03.18,18:18:00,23.9,61.6
03.03.18,18:30:00,24.1,61.5
03.03.18,18:42:00,23.9,60.1
03.03.18,18:54:00,24,63.2
03.03.18,19:06:00,23.4,58.6
03.03.18,19:18:00,22.3,56.8
03.03.18,19:30:00,21.4,56.4
03.03.18,19:42:00,20.5,56.2
03.03.18,19:54:00,19.7,56.3
03.03.18,20:06:00,19,56.6
03.03.18,20:18:00,18.4,56.8
03.03.18,20:30:00,17.9,56.9
03.03.18,20:42:00,17.3,56.9
03.03.18,20:54:00,16.9,57.1
03.03.18,21:06:00,16.5,57.2
03.03.18,21:18:00,16.3,57.2
03.03.18,21:30:00,16,57.4
03.03.18,21:42:00,15.8,57.6
03.03.18,21:54:00,15.5,57.8
03.03.18,22:06:00,15.3,58.1
03.03.18,22:18:00,15,58.3
03.03.18,22:30:00,14.8,58.6
03.03.18,22:42:00,14.6,58.8
03.03.18,22:54:00,14.4,59.1
03.03.18,23:06:00,14.2,59.3
03.03.18,23:18:00,14,59.4
03.03.18,23:30:00,13.8,59.5
03.03.18,23:42:00,13.7,59.7
03.03.18,23:54:00,13.5,60
04.03.18,00:06:00,13.3,60.1
04.03.18,00:18:00,13.2,60.2
04.03.18,00:30:00,13.1,60.4
04.03.18,00:42:00,13,60.6
04.03.18,00:54:00,12.9,61
04.03.18,01:06:00,12.8,61.2
04.03.18,01:18:00,12.8,61.4
04.03.18,01:30:00,12.7,61.6
04.03.18,01:42:00,12.6,61.7
04.03.18,01:54:00,12.6,61.8
04.03.18,02:06:00,12.5,61.9
04.03.18,02:18:00,12.5,62
04.03.18,02:30:00,12.4,62.2
04.03.18,02:42:00,12.4,62.2
04.03.18,02:54:00,12.3,62.3
04.03.18,03:06:00,12.2,62.3
04.03.18,03:18:00,12.2,62.2
04.03.18,03:30:00,12.1,62.2
04.03.18,03:42:00,12.1,62.2
04.03.18,03:54:00,12,62.2
04.03.18,04:06:00,11.9,62.1
04.03.18,04:18:00,12.2,61.2
04.03.18,04:30:00,12.3,60.2
04.03.18,04:42:00,12.1,60.9
04.03.18,04:54:00,12,60.9
04.03.18,05:06:00,12,60.7
04.03.18,05:18:00,12.3,59.9
04.03.18,05:30:00,12.1,60.3
04.03.18,05:42:00,12,60.6
04.03.18,05:54:00,12.2,59.6
04.03.18,06:06:00,12,60.5
04.03.18,06:18:00,12.3,59.5
04.03.18,06:30:00,12,59.9
04.03.18,06:42:00,12.2,59.3
04.03.18,06:54:00,12.2,58.8
04.03.18,07:06:00,12.1,59.5
04.03.18,07:18:00,14.1,60.3
04.03.18,07:30:00,15,64.2
04.03.18,07:42:00,15.8,65.8
04.03.18,07:54:00,16.5,65.8
04.03.18,08:06:00,16.8,64.9
04.03.18,08:18:00,16.9,66.1
04.03.18,08:30:00,17.3,67.6
04.03.18,08:42:00,17.7,68.4
04.03.18,08:54:00,18,69.7
04.03.18,09:06:00,18.3,70.4
04.03.18,09:18:00,18.7,69.6
04.03.18,09:30:00,19.1,69.1
04.03.18,09:42:00,19.6,67.8
04.03.18,09:54:00,20,67.4
04.03.18,10:06:00,20.5,67.6
04.03.18,10:18:00,21,68.4
04.03.18,10:30:00,21.5,69.5
04.03.18,10:42:00,21.8,70
04.03.18,10:54:00,22.3,70.5
04.03.18,11:06:00,22.8,70.8
04.03.18,11:18:00,23.3,71
04.03.18,11:30:00,23.2,70.3
04.03.18,11:42:00,22.4,68.8
04.03.18,11:54:00,21.8,70
04.03.18,12:06:00,21.3,71
04.03.18,12:18:00,21.1,71.1
04.03.18,12:30:00,20.8,70.9
04.03.18,12:42:00,20.7,69.2
04.03.18,12:54:00,20.6,69.5
04.03.18,13:06:00,20.7,69.6
04.03.18,13:18:00,20.9,70.7
04.03.18,13:30:00,20.9,70.2
04.03.18,13:42:00,20.8,69.6
04.03.18,13:54:00,20.8,69.3
04.03.18,14:06:00,20.8,69.2
04.03.18,14:18:00,20.8,68.8
04.03.18,14:30:00,20.9,69.4
04.03.18,14:42:00,21.1,70.4
04.03.18,14:54:00,21.3,71
04.03.18,15:06:00,21.6,72
04.03.18,15:18:00,22.1,74.5
04.03.18,15:30:00,22.7,75.3
04.03.18,15:42:00,23.2,74.6
04.03.18,15:54:00,23.7,73.9
04.03.18,16:06:00,24.1,71.5
04.03.18,16:18:00,24.1,62.1
04.03.18,16:30:00,24.1,62.5
04.03.18,16:42:00,24.2,62.6
04.03.18,16:54:00,24.1,61.7
04.03.18,17:06:00,24.3,60
04.03.18,17:18:00,24.2,60.2
04.03.18,17:30:00,24.2,61.4
04.03.18,17:42:00,24.2,61.4
04.03.18,17:54:00,24.2,61.5
04.03.18,18:06:00,24.3,59.9
04.03.18,18:18:00,24.2,59.6
04.03.18,18:30:00,23.9,59.8
04.03.18,18:42:00,24,61.5
04.03.18,18:54:00,23.7,58.2
04.03.18,19:06:00,23.4,58.1
04.03.18,19:18:00,22.9,58.7
04.03.18,19:30:00,22.4,59.9
04.03.18,19:42:00,21.8,60
04.03.18,19:54:00,21.2,59.5
04.03.18,20:06:00,20.7,59.5
04.03.18,20:18:00,20.3,59.7
04.03.18,20:30:00,19.8,60.3
04.03.18,20:42:00,19.3,60.7
04.03.18,20:54:00,18.9,61
04.03.18,21:06:00,18.5,61.3
04.03.18,21:18:00,18.2,61.2
04.03.18,21:30:00,18,60.9
04.03.18,21:42:00,17.8,60.7
04.03.18,21:54:00,17.5,60.5
04.03.18,22:06:00,17.3,60.4
04.03.18,22:18:00,17,60.4
04.03.18,22:30:00,16.8,60.5
04.03.18,22:42:00,16.5,60.6
04.03.18,22:54:00,16.3,60.7
04.03.18,23:06:00,16.1,60.5
04.03.18,23:18:00,15.8,60.1
04.03.18,23:30:00,15.6,60
04.03.18,23:42:00,15.5,60.1
04.03.18,23:54:00,15.4,60.4
05.03.18,00:06:00,15.2,60.6
05.03.18,00:18:00,15.1,60.4
05.03.18,00:30:00,15,60.4
05.03.18,00:42:00,14.9,60.3
05.03.18,00:54:00,14.8,60.4
05.03.18,01:06:00,14.7,60.6
05.03.18,01:18:00,14.6,60.6
05.03.18,01:30:00,14.5,60.6
05.03.18,01:42:00,14.4,60.7
05.03.18,01:54:00,14.3,60.7
05.03.18,02:06:00,14.2,60.8
05.03.18,02:18:00,14.1,60.8
05.03.18,02:30:00,14.1,61
05.03.18,02:42:00,14,61.2
05.03.18,02:54:00,13.9,61.3
05.03.18,03:06:00,13.8,61.5
05.03.18,03:18:00,13.7,61.6
05.03.18,03:30:00,13.6,61.7
05.03.18,03:42:00,13.6,61.8
05.03.18,03:54:00,13.5,62
05.03.18,04:06:00,13.4,62.2
05.03.18,04:18:00,13.4,62.3
05.03.18,04:30:00,13.3,62.5
05.03.18,04:42:00,13.3,62.6
05.03.18,04:54:00,13.2,62.8
05.03.18,05:06:00,13.2,62.9
05.03.18,05:18:00,13.1,63
05.03.18,05:30:00,13.1,63.2
05.03.18,05:42:00,13,63.3
05.03.18,05:54:00,13,63.5
05.03.18,06:06:00,12.9,63.6
05.03.18,06:18:00,12.9,63.8
05.03.18,06:30:00,12.8,63.8
05.03.18,06:42:00,12.8,63.9
05.03.18,06:54:00,12.7,64
05.03.18,07:06:00,12.8,64.1
05.03.18,07:18:00,14.4,66.1
05.03.18,07:30:00,15.7,69.1
05.03.18,07:42:00,16.5,72.3
05.03.18,07:54:00,17.2,74.1
05.03.18,08:06:00,17.7,70.3
05.03.18,08:18:00,18.1,69.3
05.03.18,08:30:00,18.5,70.9
05.03.18,08:42:00,18.9,71.1
05.03.18,08:54:00,19.2,71.5
05.03.18,09:06:00,19.6,70.9
05.03.18,09:18:00,20.1,70.4
05.03.18,09:30:00,20.5,70.3
05.03.18,09:42:00,21,70
05.03.18,09:54:00,21.4,69
05.03.18,10:06:00,21.8,68.7
05.03.18,10:18:00,22.1,68.9
05.03.18,10:30:00,21.4,69.1
05.03.18,10:42:00,20.9,68.6
05.03.18,10:54:00,20.6,68
05.03.18,11:06:00,20.3,70.1
05.03.18,11:18:00,20.1,71.6
05.03.18,11:30:00,20.1,71.7
05.03.18,11:42:00,20.3,74.2
05.03.18,11:54:00,21,72.4
05.03.18,12:06:00,21.5,70.4
05.03.18,12:18:00,22.1,69.2
05.03.18,12:30:00,22.6,67.8
05.03.18,12:42:00,22.6,66.9
05.03.18,12:54:00,22.5,67.5
05.03.18,13:06:00,22.4,67.8
05.03.18,13:18:00,22.4,67.9
05.03.18,13:30:00,22.6,68.2
05.03.18,13:42:00,22.8,69.2
05.03.18,13:54:00,23.1,70
05.03.18,14:06:00,23.4,69.8
05.03.18,14:18:00,23.7,69.8
05.03.18,14:30:00,23.9,69.2
05.03.18,14:42:00,24,67.1
05.03.18,14:54:00,24,63.7
05.03.18,15:06:00,24,59.4
05.03.18,15:18:00,23.9,59.4
05.03.18,15:30:00,24,62.5
05.03.18,15:42:00,23.8,63.9
05.03.18,15:54:00,24.1,64.9
05.03.18,16:06:00,23.9,62
05.03.18,16:18:00,24.2,61.6
05.03.18,16:30:00,23.8,64.1
05.03.18,16:42:00,24.1,63.5
05.03.18,16:54:00,24,59.2
05.03.18,17:06:00,24.1,59.7
05.03.18,17:18:00,23.8,61.4
05.03.18,17:30:00,24,65.2
05.03.18,17:42:00,24,65
05.03.18,17:54:00,23.9,64.7
05.03.18,18:06:00,23.8,64.2
05.03.18,18:18:00,24.5,62.2
05.03.18,18:30:00,24.6,61.7
05.03.18,18:42:00,24.6,59.5
05.03.18,18:54:00,24.5,59.6
05.03.18,19:06:00,23.8,59
05.03.18,19:18:00,23.2,62.7
05.03.18,19:30:00,22.7,61.1
05.03.18,19:42:00,22.2,60.3
05.03.18,19:54:00,21.7,60.2
05.03.18,20:06:00,21.2,60.3
05.03.18,20:18:00,20.7,60.6
05.03.18,20:30:00,20.2,61.1
05.03.18,20:42:00,19.7,61.6
05.03.18,20:54:00,19.2,61.8
05.03.18,21:06:00,18.9,62.2
05.03.18,21:18:00,18.6,62.1
05.03.18,21:30:00,18.3,62
05.03.18,21:42:00,18.1,62
05.03.18,21:54:00,17.8,62.1
05.03.18,22:06:00,17.5,62.3
05.03.18,22:18:00,17.3,62.4
05.03.18,22:30:00,17,62.5
05.03.18,22:42:00,16.8,62.6
05.03.18,22:54:00,16.5,62.6
05.03.18,23:06:00,16.3,62.5
05.03.18,23:18:00,16.1,62.4
05.03.18,23:30:00,15.9,62.4
05.03.18,23:42:00,15.7,62.4
05.03.18,23:54:00,15.5,62.3
06.03.18,00:06:00,15.3,62.4
06.03.18,00:18:00,15.2,62.4
06.03.18,00:30:00,15,62.5
06.03.18,00:42:00,14.9,62.5
06.03.18,00:54:00,14.7,62.5
06.03.18,01:06:00,14.6,62.4
06.03.18,01:18:00,14.5,62.4
06.03.18,01:30:00,14.4,62.4
06.03.18,01:42:00,14.2,62.4
06.03.18,01:54:00,14.1,62.3
06.03.18,02:06:00,14,62.3
06.03.18,02:18:00,13.9,62.3
06.03.18,02:30:00,13.8,62.3
06.03.18,02:42:00,13.7,62.4
06.03.18,02:54:00,13.6,62.3
06.03.18,03:06:00,13.5,62.1
06.03.18,03:18:00,13.4,61.9
06.03.18,03:30:00,13.3,61.8
06.03.18,03:42:00,13.2,61.9
06.03.18,03:54:00,13.1,62
06.03.18,04:06:00,13,62.2
06.03.18,04:18:00,12.9,62.1
06.03.18,04:30:00,12.8,62
06.03.18,04:42:00,12.8,61.9
06.03.18,04:54:00,12.7,62
06.03.18,05:06:00,12.6,62
06.03.18,05:18:00,12.5,62.2
06.03.18,05:30:00,12.5,62.4
06.03.18,05:42:00,12.4,62.6
06.03.18,05:54:00,12.4,62.9
06.03.18,06:06:00,12.3,63.4
06.03.18,06:18:00,12.3,63.7
06.03.18,06:30:00,12.3,64
06.03.18,06:42:00,12.3,64.2
06.03.18,06:54:00,12.2,64.4
06.03.18,07:06:00,12.3,64.5
06.03.18,07:18:00,13.9,66.6
06.03.18,07:30:00,15.2,70.3
06.03.18,07:42:00,16.1,72.7
06.03.18,07:54:00,16.9,75.1
06.03.18,08:06:00,17.4,72.7
06.03.18,08:18:00,17.9,71.1
06.03.18,08:30:00,18.3,73.4
