Date,Time,Room Temperature (degree Celsius),Relative Humidity (%)
02.02.18,15:06:00,21.7,59.3
02.02.18,15:18:00,22.4,58.7
02.02.18,15:30:00,23,59
02.02.18,15:42:00,23.4,58.2
02.02.18,15:54:00,23.8,59.8
02.02.18,16:06:00,23.6,61.3
02.02.18,16:18:00,23.6,59.6
02.02.18,16:30:00,23.1,58.4
02.02.18,16:42:00,23.4,58.7
02.02.18,16:54:00,23.9,58.3
02.02.18,17:06:00,23.7,61.8
02.02.18,17:18:00,23.7,61.2
02.02.18,17:30:00,23.8,59.8
02.02.18,17:42:00,23.8,63
02.02.18,17:54:00,23.7,61.6
02.02.18,18:06:00,23.9,60.2
02.02.18,18:18:00,23.9,60
02.02.18,18:30:00,23.9,59.4
02.02.18,18:42:00,24,61.5
02.02.18,18:54:00,23.9,61.4
02.02.18,19:06:00,23.7,56
02.02.18,19:18:00,22.8,54.3
02.02.18,19:30:00,22,54.2
02.02.18,19:42:00,21.4,54.1
02.02.18,19:54:00,20.8,54.1
02.02.18,20:06:00,20.2,54.2
02.02.18,20:18:00,19.7,54.2
02.02.18,20:30:00,19.3,54.6
02.02.18,20:42:00,18.9,55.1
02.02.18,20:54:00,18.5,55.4
02.02.18,21:06:00,18.1,55.8
02.02.18,21:18:00,17.8,56.3
02.02.18,21:30:00,17.4,56.9
02.02.18,21:42:00,17.1,57.3
02.02.18,21:54:00,16.8,57.7
02.02.18,22:06:00,16.6,58.1
02.02.18,22:18:00,16.3,58.3
02.02.18,22:30:00,16.1,58.5
02.02.18,22:42:00,15.8,58.6
02.02.18,22:54:00,15.6,58.5
02.02.18,23:06:00,15.3,58.5
02.02.18,23:18:00,15.2,58.7
02.02.18,23:30:00,15,58.8
02.02.18,23:42:00,14.8,58.7
02.02.18,23:54:00,14.7,58.5
03.02.18,00:06:00,14.5,58.3
03.02.18,00:18:00,14.3,58.2
03.02.18,00:30:00,14.1,58.5
03.02.18,00:42:00,14,58.8
03.02.18,00:54:00,13.8,59.1
03.02.18,01:06:00,13.7,59.3
03.02.18,01:18:00,13.7,59.1
03.02.18,01:30:00,13.6,59.2
03.02.18,01:42:00,13.5,59.1
03.02.18,01:54:00,13.4,59.2
03.02.18,02:06:00,13.4,59.4
03.02.18,02:18:00,13.3,59.3
03.02.18,02:30:00,13.3,59.2
03.02.18,02:42:00,13.2,59.3
03.02.18,02:54:00,13.1,58.9
03.02.18,03:06:00,13,58.7
03.02.18,03:18:00,12.9,58.8
03.02.18,03:30:00,12.8,58.9
03.02.18,03:42:00,12.7,58.7
03.02.18,03:54:00,12.6,58.8
03.02.18,04:06:00,12.6,58.8
03.02.18,04:18:00,12.5,58.6
03.02.18,04:30:00,12.4,58.4
03.02.18,04:42:00,12.3,58.5
03.02.18,04:54:00,12.3,58.5
03.02.18,05:06:00,12.2,58.4
03.02.18,05:18:00,12.3,58.3
03.02.18,05:30:00,12.2,58.3
03.02.18,05:42:00,12.2,58
03.02.18,05:54:00,12.2,57.9
03.02.18,06:06:00,12.2,57.4
03.02.18,06:18:00,12.1,56.9
03.02.18,06:30:00,12.1,56.5
03.02.18,06:42:00,12.1,56.2
03.02.18,06:54:00,12.1,56.1
03.02.18,07:06:00,12.1,56.1
03.02.18,07:18:00,13.5,55.4
03.02.18,07:30:00,14.8,55.7
03.02.18,07:42:00,15.8,55.8
03.02.18,07:54:00,16.6,55.7
03.02.18,08:06:00,17.1,55.4
03.02.18,08:18:00,17.5,55.6
03.02.18,08:30:00,18,56.3
03.02.18,08:42:00,18.6,56.6
03.02.18,08:54:00,19,56.9
03.02.18,09:06:00,19.3,57.6
03.02.18,09:18:00,19.7,58.2
03.02.18,09:30:00,20,58.4
03.02.18,09:42:00,20.2,58.8
03.02.18,09:54:00,20.5,59.3
03.02.18,10:06:00,20.7,59.5
03.02.18,10:18:00,21,59
03.02.18,10:30:00,21.3,58.8
03.02.18,10:42:00,21.5,58.5
03.02.18,10:54:00,21.8,58.1
03.02.18,11:06:00,22,57.9
03.02.18,11:18:00,22.3,57.8
03.02.18,11:30:00,22.7,58.1
03.02.18,11:42:00,23.1,57.3
03.02.18,11:54:00,23.4,56.9
03.02.18,12:06:00,23.8,57.2
03.02.18,12:18:00,23.8,58
03.02.18,12:30:00,23.8,61
03.02.18,12:42:00,23.8,61.2
03.02.18,12:54:00,23.8,58.5
03.02.18,13:06:00,23.8,61.6
03.02.18,13:18:00,23.7,60.8
03.02.18,13:30:00,23.8,61.6
03.02.18,13:42:00,23.8,61.2
03.02.18,13:54:00,23.7,59.8
03.02.18,14:06:00,23.9,61.2
03.02.18,14:18:00,23.7,59.3
03.02.18,14:30:00,23.7,62.8
03.02.18,14:42:00,23.4,61.2
03.02.18,14:54:00,23.9,58.3
03.02.18,15:06:00,23.7,61.1
03.02.18,15:18:00,23.8,60.6
03.02.18,15:30:00,23.9,61.1
03.02.18,15:42:00,23.7,59.5
03.02.18,15:54:00,23.8,60.4
03.02.18,16:06:00,24,60.9
03.02.18,16:18:00,23.9,59
03.02.18,16:30:00,23.8,61.7
03.02.18,16:42:00,23.8,59.8
03.02.18,16:54:00,23.8,58.1
03.02.18,17:06:00,23.6,61.6
03.02.18,17:18:00,23.9,60.7
03.02.18,17:30:00,23.9,60.2
03.02.18,17:42:00,23.9,60.4
03.02.18,17:54:00,23.6,61.6
03.02.18,18:06:00,23.9,62.2
03.02.18,18:18:00,23.9,59.9
03.02.18,18:30:00,23.9,60.1
03.02.18,18:42:00,23.9,60.2
03.02.18,18:54:00,24,60
03.02.18,19:06:00,23.8,56.9
03.02.18,19:18:00,22.9,55.8
03.02.18,19:30:00,22.1,55.3
03.02.18,19:42:00,21.5,54.8
03.02.18,19:54:00,21,54.7
03.02.18,20:06:00,20.4,54.5
03.02.18,20:18:00,20,54.1
03.02.18,20:30:00,19.5,54.2
03.02.18,20:42:00,19,54.3
03.02.18,20:54:00,18.6,54.1
03.02.18,21:06:00,18.3,53.9
03.02.18,21:18:00,17.9,54
03.02.18,21:30:00,17.6,54.1
03.02.18,21:42:00,17.2,54.4
03.02.18,21:54:00,16.9,54.7
03.02.18,22:06:00,16.5,55
03.02.18,22:18:00,16.2,55.3
03.02.18,22:30:00,16,55.4
03.02.18,22:42:00,15.8,55.6
03.02.18,22:54:00,15.5,55.8
03.02.18,23:06:00,15.3,55.9
03.02.18,23:18:00,15.2,56.1
03.02.18,23:30:00,15,56.3
03.02.18,23:42:00,14.8,56.7
03.02.18,23:54:00,14.6,56.8
04.02.18,00:06:00,14.5,56.8
04.02.18,00:18:00,14.3,56.9
04.02.18,00:30:00,14.2,56.9
04.02.18,00:42:00,14,56.9
04.02.18,00:54:00,13.9,57
04.02.18,01:06:00,13.7,57.1
04.02.18,01:18:00,13.6,57.1
04.02.18,01:30:00,13.5,57.2
04.02.18,01:42:00,13.4,57.4
04.02.18,01:54:00,13.3,57.5
04.02.18,02:06:00,13.2,57.4
04.02.18,02:18:00,13.1,57.4
04.02.18,02:30:00,13,57.5
04.02.18,02:42:00,12.8,57.6
04.02.18,02:54:00,12.8,57.7
04.02.18,03:06:00,12.7,57.6
04.02.18,03:18:00,12.6,57.6
04.02.18,03:30:00,12.5,57.6
04.02.18,03:42:00,12.5,57.5
04.02.18,03:54:00,12.4,57.6
04.02.18,04:06:00,12.4,57.4
04.02.18,04:18:00,12.3,57.3
04.02.18,04:30:00,12.3,57.3
04.02.18,04:42:00,12.2,57
04.02.18,04:54:00,12.2,56.6
04.02.18,05:06:00,12.1,56.4
04.02.18,05:18:00,12.1,56.2
04.02.18,05:30:00,12.1,55.9
04.02.18,05:42:00,12.1,55.6
04.02.18,05:54:00,12,55.6
04.02.18,06:06:00,12,55.4
04.02.18,06:18:00,12,54.9
04.02.18,06:30:00,12,54.7
04.02.18,06:42:00,12.1,54.3
04.02.18,06:54:00,12.5,52.7
04.02.18,07:06:00,12.1,53.9
04.02.18,07:18:00,13.6,53
04.02.18,07:30:00,14.8,53.3
04.02.18,07:42:00,15.8,53.6
04.02.18,07:54:00,16.5,53.9
04.02.18,08:06:00,17.1,53.6
04.02.18,08:18:00,17.2,54.4
04.02.18,08:30:00,17.6,54.6
04.02.18,08:42:00,18.1,54.7
04.02.18,08:54:00,18.6,54.7
04.02.18,09:06:00,18.8,56.9
04.02.18,09:18:00,19,63.8
04.02.18,09:30:00,19.6,60
04.02.18,09:42:00,19.9,59.4
04.02.18,09:54:00,20.2,60
04.02.18,10:06:00,20.5,60.2
04.02.18,10:18:00,20.9,59.4
04.02.18,10:30:00,21.3,58.6
04.02.18,10:42:00,21.8,58.1
04.02.18,10:54:00,22.2,57.8
04.02.18,11:06:00,22.6,57.3
04.02.18,11:18:00,22.9,61.3
04.02.18,11:30:00,23.7,58.4
04.02.18,11:42:00,23.8,60.6
04.02.18,11:54:00,23.3,61.7
04.02.18,12:06:00,23,59
04.02.18,12:18:00,22.8,56.7
04.02.18,12:30:00,22.4,56.3
04.02.18,12:42:00,21.8,62.7
04.02.18,12:54:00,21.9,60.4
04.02.18,13:06:00,21.9,58.5
04.02.18,13:18:00,22,58.7
04.02.18,13:30:00,22.4,57.7
04.02.18,13:42:00,22.6,56.9
04.02.18,13:54:00,22.7,59.4
04.02.18,14:06:00,22.7,61.5
04.02.18,14:18:00,22.4,57.7
04.02.18,14:30:00,22.4,59.1
04.02.18,14:42:00,23.7,59.2
04.02.18,14:54:00,23.9,59.7
04.02.18,15:06:00,23.8,60.7
04.02.18,15:18:00,23.8,61.3
04.02.18,15:30:00,23.8,61.2
04.02.18,15:42:00,23.9,60.8
04.02.18,15:54:00,23.9,60.8
04.02.18,16:06:00,23.9,59.3
04.02.18,16:18:00,23.8,60
04.02.18,16:30:00,23.9,60.1
04.02.18,16:42:00,23.7,60.6
04.02.18,16:54:00,23.6,59.1
04.02.18,17:06:00,23.7,60.7
04.02.18,17:18:00,24,61.2
04.02.18,17:30:00,23.9,59.2
04.02.18,17:42:00,23.8,60.4
04.02.18,17:54:00,23.9,61.1
04.02.18,18:06:00,24,60.3
04.02.18,18:18:00,24,59.8
04.02.18,18:30:00,24.1,59.4
04.02.18,18:42:00,24,60.7
04.02.18,18:54:00,23.9,60.5
04.02.18,19:06:00,23.5,59.3
04.02.18,19:18:00,22.7,57.9
04.02.18,19:30:00,22,55.1
04.02.18,19:42:00,21.3,53.5
04.02.18,19:54:00,20.7,52.6
04.02.18,20:06:00,20.1,52.1
04.02.18,20:18:00,19.6,51.6
04.02.18,20:30:00,19,51.8
04.02.18,20:42:00,18.5,51.5
04.02.18,20:54:00,18.2,51.2
04.02.18,21:06:00,17.8,51.2
04.02.18,21:18:00,17.4,51.6
04.02.18,21:30:00,17.1,52
04.02.18,21:42:00,16.7,52.4
04.02.18,21:54:00,16.3,52.7
04.02.18,22:06:00,16.1,52.7
04.02.18,22:18:00,15.8,53
04.02.18,22:30:00,15.5,53.2
04.02.18,22:42:00,15.3,53.3
04.02.18,22:54:00,15.1,53.3
04.02.18,23:06:00,14.9,53.5
04.02.18,23:18:00,14.8,53.6
04.02.18,23:30:00,14.6,53.7
04.02.18,23:42:00,14.5,53.8
04.02.18,23:54:00,14.3,54
05.02.18,00:06:00,14.2,54.1
05.02.18,00:18:00,14.1,54.1
05.02.18,00:30:00,13.9,54
05.02.18,00:42:00,13.8,54
05.02.18,00:54:00,13.6,54.1
05.02.18,01:06:00,13.5,53.8
05.02.18,01:18:00,13.4,53.8
05.02.18,01:30:00,13.3,53.9
05.02.18,01:42:00,13.2,54
05.02.18,01:54:00,13.1,53.8
05.02.18,02:06:00,13.1,53.7
05.02.18,02:18:00,13,54.1
05.02.18,02:30:00,13,54
05.02.18,02:42:00,12.9,54.2
05.02.18,02:54:00,12.9,54.3
05.02.18,03:06:00,12.8,54.3
05.02.18,03:18:00,12.8,54.3
05.02.18,03:30:00,12.7,54.2
05.02.18,03:42:00,12.6,54.3
05.02.18,03:54:00,12.5,54.5
05.02.18,04:06:00,12.5,54.5
05.02.18,04:18:00,12.5,54.3
05.02.18,04:30:00,12.4,54.2
05.02.18,04:42:00,12.3,54
05.02.18,04:54:00,12.2,53.9
05.02.18,05:06:00,12.2,53.6
05.02.18,05:18:00,12.1,53.3
05.02.18,05:30:00,12.1,53.1
05.02.18,05:42:00,12.1,52.9
05.02.18,05:54:00,12,52.6
05.02.18,06:06:00,12,52.3
05.02.18,06:18:00,12,52
05.02.18,06:30:00,12,51.8
05.02.18,06:42:00,12.1,51.4
05.02.18,06:54:00,12,51.6
05.02.18,07:06:00,12.2,51.6
05.02.18,07:18:00,13.5,61.4
05.02.18,07:30:00,15.1,56.7
05.02.18,07:42:00,16,54.1
05.02.18,07:54:00,16.7,53
05.02.18,08:06:00,17,52.3
05.02.18,08:18:00,17.1,52.8
05.02.18,08:30:00,17.5,53.1
05.02.18,08:42:00,18.1,52.9
05.02.18,08:54:00,18.5,53.7
05.02.18,09:06:00,18.6,57
05.02.18,09:18:00,18.8,62.2
05.02.18,09:30:00,19.2,59
05.02.18,09:42:00,19.5,57.1
05.02.18,09:54:00,19.8,56.7
05.02.18,10:06:00,19.6,63.4
05.02.18,10:18:00,20.1,59.9
05.02.18,10:30:00,20.4,57.9
05.02.18,10:42:00,20.4,61.1
05.02.18,10:54:00,20.9,57.6
05.02.18,11:06:00,21.1,57.5
05.02.18,11:18:00,21.2,61.4
05.02.18,11:30:00,21.3,61.1
05.02.18,11:42:00,21.5,60.5
05.02.18,11:54:00,21.9,59.6
05.02.18,12:06:00,22.8,57
05.02.18,12:18:00,23,60
05.02.18,12:30:00,23.4,59.3
05.02.18,12:42:00,23.8,60.4
05.02.18,12:54:00,23.6,59
05.02.18,13:06:00,23.8,60.9
05.02.18,13:18:00,23.8,60.6
05.02.18,13:30:00,23.8,60.4
05.02.18,13:42:00,23.9,58.8
05.02.18,13:54:00,23.8,60.9
05.02.18,14:06:00,23.1,60
05.02.18,14:18:00,22.7,59.7
05.02.18,14:30:00,23.4,61.4
05.02.18,14:42:00,23.3,60.3
05.02.18,14:54:00,22.7,62.4
05.02.18,15:06:00,22.3,62.9
05.02.18,15:18:00,22,62.6
05.02.18,15:30:00,21.8,61.2
05.02.18,15:42:00,21.7,60.4
05.02.18,15:54:00,21.8,60.1
05.02.18,16:06:00,22,59.6
05.02.18,16:18:00,22.3,58.3
05.02.18,16:30:00,22.5,57.2
05.02.18,16:42:00,22.5,62.1
05.02.18,16:54:00,22.6,59.4
05.02.18,17:06:00,22.7,57.3
05.02.18,17:18:00,22.5,61.7
05.02.18,17:30:00,22.5,60.3
05.02.18,17:42:00,22.5,56.9
05.02.18,17:54:00,23,57.5
05.02.18,18:06:00,23.3,62.2
05.02.18,18:18:00,23.7,58.3
05.02.18,18:30:00,23.8,56.9
05.02.18,18:42:00,23.8,60.9
05.02.18,18:54:00,24,60
05.02.18,19:06:00,23.5,56.2
05.02.18,19:18:00,22.4,55.6
05.02.18,19:30:00,21.4,55.1
05.02.18,19:42:00,20.6,55
05.02.18,19:54:00,19.9,55
05.02.18,20:06:00,19.2,54.7
05.02.18,20:18:00,18.5,54.5
05.02.18,20:30:00,18,54.2
05.02.18,20:42:00,17.5,54.2
05.02.18,20:54:00,17.1,54.4
05.02.18,21:06:00,16.6,54.9
05.02.18,21:18:00,16.2,55.1
05.02.18,21:30:00,15.9,55.1
05.02.18,21:42:00,15.6,55
05.02.18,21:54:00,15.4,55.1
05.02.18,22:06:00,15.2,55
05.02.18,22:18:00,14.9,55.2
05.02.18,22:30:00,14.7,55.2
05.02.18,22:42:00,14.4,55.3
05.02.18,22:54:00,14.2,55.4
05.02.18,23:06:00,14,55.4
05.02.18,23:18:00,13.9,55.1
05.02.18,23:30:00,13.7,54.9
05.02.18,23:42:00,13.6,54.9
05.02.18,23:54:00,13.4,54.9
06.02.18,00:06:00,13.2,55
06.02.18,00:18:00,13.1,54.9
06.02.18,00:30:00,13,54.9
06.02.18,00:42:00,12.9,54.9
06.02.18,00:54:00,12.8,54.9
06.02.18,01:06:00,12.7,54.7
06.02.18,01:18:00,12.6,54.6
06.02.18,01:30:00,12.5,54.5
06.02.18,01:42:00,12.3,54.5
06.02.18,01:54:00,12.2,54.5
06.02.18,02:06:00,12.1,54.3
06.02.18,02:18:00,11.9,54.1
06.02.18,02:30:00,12.4,52.9
06.02.18,02:42:00,12.2,52.7
06.02.18,02:54:00,12,52.9
06.02.18,03:06:00,12.3,52.3
06.02.18,03:18:00,12.1,52.4
06.02.18,03:30:00,12.1,52.4
06.02.18,03:42:00,12.2,51.9
06.02.18,03:54:00,12,52.6
06.02.18,04:06:00,12.5,51.3
06.02.18,04:18:00,12.1,52
06.02.18,04:30:00,12.1,52.4
06.02.18,04:42:00,12.3,51.5
06.02.18,04:54:00,12,52.1
06.02.18,05:06:00,12.5,59.6
06.02.18,05:18:00,13.5,55.7
06.02.18,05:30:00,12.9,53.9
06.02.18,05:42:00,12.5,53.5
06.02.18,05:54:00,12.2,53.4
06.02.18,06:06:00,12,53.6
06.02.18,06:18:00,12.3,52.4
06.02.18,06:30:00,12,52.6
06.02.18,06:42:00,12.2,58.1
06.02.18,06:54:00,13.9,55.8
06.02.18,07:06:00,13.1,53.2
06.02.18,07:18:00,13.9,51.9
06.02.18,07:30:00,14.9,52.2
06.02.18,07:42:00,15.6,52.6
06.02.18,07:54:00,16.2,53.2
06.02.18,08:06:00,16.6,53.7
06.02.18,08:18:00,16.8,54.3
06.02.18,08:30:00,17.2,55.3
06.02.18,08:42:00,17.7,56.5
06.02.18,08:54:00,18,57.9
06.02.18,09:06:00,18.4,58.2
06.02.18,09:18:00,18.7,58.6
06.02.18,09:30:00,19,59
06.02.18,09:42:00,19.3,59.3
06.02.18,09:54:00,19.6,59.5
06.02.18,10:06:00,19.9,60.2
06.02.18,10:18:00,20.2,60.3
06.02.18,10:30:00,20.5,60.5
06.02.18,10:42:00,20.8,60
06.02.18,10:54:00,21,60.1
06.02.18,11:06:00,21.3,60.4
06.02.18,11:18:00,21.5,60.4
06.02.18,11:30:00,21.9,60.6
06.02.18,11:42:00,22.2,60
06.02.18,11:54:00,22.4,59.5
06.02.18,12:06:00,22.7,59.1
06.02.18,12:18:00,22.9,58.3
06.02.18,12:30:00,23.2,58.1
06.02.18,12:42:00,23.5,57.6
06.02.18,12:54:00,23.8,57.2
06.02.18,13:06:00,23.9,60.8
06.02.18,13:18:00,23.8,59.9
06.02.18,13:30:00,23.9,60.4
06.02.18,13:42:00,24,60.7
06.02.18,13:54:00,24,60.6
06.02.18,14:06:00,24,60.7
06.02.18,14:18:00,24,59.4
06.02.18,14:30:00,24,61.1
06.02.18,14:42:00,23.9,61.3
06.02.18,14:54:00,24,59.7
06.02.18,15:06:00,23.9,57.6
06.02.18,15:18:00,23.9,57
06.02.18,15:30:00,23.9,60.3
06.02.18,15:42:00,23.8,60.2
06.02.18,15:54:00,23.9,59.1
06.02.18,16:06:00,23.7,61.6
06.02.18,16:18:00,23.9,59.6
06.02.18,16:30:00,24,58.8
06.02.18,16:42:00,23.7,60.7
06.02.18,16:54:00,23.8,58.5
06.02.18,17:06:00,23.6,61.6
06.02.18,17:18:00,23.7,57
06.02.18,17:30:00,23.2,63
06.02.18,17:42:00,23.6,58
06.02.18,17:54:00,23.8,59.7
06.02.18,18:06:00,23.9,61.2
06.02.18,18:18:00,23.9,61.9
06.02.18,18:30:00,23.8,61.3
06.02.18,18:42:00,24,59.9
06.02.18,18:54:00,24,59.9
06.02.18,19:06:00,23.7,56.1
06.02.18,19:18:00,22.7,53.9
06.02.18,19:30:00,21.7,53.4
06.02.18,19:42:00,20.9,53.2
06.02.18,19:54:00,20.2,53.2
06.02.18,20:06:00,19.5,53.1
06.02.18,20:18:00,18.9,53.2
06.02.18,20:30:00,18.3,53.2
06.02.18,20:42:00,17.8,53.5
06.02.18,20:54:00,17.4,53.4
06.02.18,21:06:00,17,53.6
06.02.18,21:18:00,16.6,54
06.02.18,21:30:00,16.3,54.4
06.02.18,21:42:00,15.9,54.6
06.02.18,21:54:00,15.6,54.8
06.02.18,22:06:00,15.4,54.8
06.02.18,22:18:00,15.1,54.8
06.02.18,22:30:00,14.9,54.8
06.02.18,22:42:00,14.7,54.5
06.02.18,22:54:00,14.5,54.3
06.02.18,23:06:00,14.3,54.5
06.02.18,23:18:00,14.1,54.6
06.02.18,23:30:00,13.9,54.6
06.02.18,23:42:00,13.8,54.6
06.02.18,23:54:00,13.6,54.6
07.02.18,00:06:00,13.4,54.8
07.02.18,00:18:00,13.4,54.7
07.02.18,00:30:00,13.3,54.8
07.02.18,00:42:00,13.2,54.9
07.02.18,00:54:00,13.1,55
07.02.18,01:06:00,13,55.2
07.02.18,01:18:00,12.9,55.3
07.02.18,01:30:00,12.8,55.2
07.02.18,01:42:00,12.7,55.3
07.02.18,01:54:00,12.6,55.1
07.02.18,02:06:00,12.5,55.2
07.02.18,02:18:00,12.4,55.2
07.02.18,02:30:00,12.3,55.2
07.02.18,02:42:00,12.2,55.3
07.02.18,02:54:00,12.1,55.3
07.02.18,03:06:00,12.1,55.4
07.02.18,03:18:00,12,55.4
07.02.18,03:30:00,11.9,55.4
07.02.18,03:42:00,12,55.3
07.02.18,03:54:00,12,54.9
07.02.18,04:06:00,12,54.8
07.02.18,04:18:00,12,54.7
07.02.18,04:30:00,12,54.5
07.02.18,04:42:00,12.3,53.7
07.02.18,04:54:00,12.1,53.9
07.02.18,05:06:00,12,54.3
07.02.18,05:18:00,12,54.2
07.02.18,05:30:00,12,54.3
07.02.18,05:42:00,12.3,53.6
07.02.18,05:54:00,12.1,54.4
07.02.18,06:06:00,12,54.9
07.02.18,06:18:00,12,54.9
07.02.18,06:30:00,12,54.9
07.02.18,06:42:00,12.3,54.3
07.02.18,06:54:00,12.2,54.8
07.02.18,07:06:00,12.1,55.4
07.02.18,07:18:00,13.3,55.4
07.02.18,07:30:00,14.5,56.5
07.02.18,07:42:00,15.6,57.2
07.02.18,07:54:00,16.4,57.1
07.02.18,08:06:00,17,56.6
07.02.18,08:18:00,17.4,56.9
07.02.18,08:30:00,17.9,57.3
07.02.18,08:42:00,18.4,58.6
07.02.18,08:54:00,18.8,59.2
07.02.18,09:06:00,19.1,59.4
07.02.18,09:18:00,19.5,59.7
07.02.18,09:30:00,19.8,59.7
07.02.18,09:42:00,20.1,59.9
07.02.18,09:54:00,20.4,59.8
07.02.18,10:06:00,20.7,60.3
07.02.18,10:18:00,20.9,60.6
07.02.18,10:30:00,21.2,61
07.02.18,10:42:00,21.4,60.6
07.02.18,10:54:00,21.7,60.9
07.02.18,11:06:00,21.9,61.1
07.02.18,11:18:00,22.1,59.9
07.02.18,11:30:00,22.1,61.7
07.02.18,11:42:00,22.2,64.2
07.02.18,11:54:00,22.4,64.2
07.02.18,12:06:00,22.6,63.3
07.02.18,12:18:00,22.8,62.8
07.02.18,12:30:00,22.9,62.4
07.02.18,12:42:00,23.1,61.7
07.02.18,12:54:00,23.3,61.7
07.02.18,13:06:00,23.5,60.9
07.02.18,13:18:00,23.7,60.6
07.02.18,13:30:00,23.9,60.2
07.02.18,13:42:00,24,57.2
07.02.18,13:54:00,23.8,62.8
07.02.18,14:06:00,24,59.3
07.02.18,14:18:00,23.8,62.6
07.02.18,14:30:00,23.9,60.3
07.02.18,14:42:00,24,60.8
07.02.18,14:54:00,23.9,63.4
07.02.18,15:06:00,23.8,59.9
07.02.18,15:18:00,24,59.6
07.02.18,15:30:00,23.8,61.5
07.02.18,15:42:00,23.8,60.8
07.02.18,15:54:00,23.8,60.1
07.02.18,16:06:00,24,60.6
07.02.18,16:18:00,23.9,61.7
07.02.18,16:30:00,23.8,62.1
07.02.18,16:42:00,23.8,60
07.02.18,16:54:00,24,60
07.02.18,17:06:00,23.8,61.4
07.02.18,17:18:00,23.8,59.6
07.02.18,17:30:00,24,60.6
07.02.18,17:42:00,23.7,61.9
07.02.18,17:54:00,24,59.9
07.02.18,18:06:00,23.9,59.7
07.02.18,18:18:00,24.1,59.5
07.02.18,18:30:00,24,61.1
07.02.18,18:42:00,24,60.8
07.02.18,18:54:00,24,60.2
07.02.18,19:06:00,23.5,61.5
07.02.18,19:18:00,22.7,58.8
07.02.18,19:30:00,21.9,57.7
07.02.18,19:42:00,21.2,57.2
07.02.18,19:54:00,20.6,56.9
07.02.18,20:06:00,20.1,56.6
07.02.18,20:18:00,19.6,56.5
07.02.18,20:30:00,19.2,56.5
07.02.18,20:42:00,18.8,56.5
07.02.18,20:54:00,18.4,56.7
07.02.18,21:06:00,18,56.9
07.02.18,21:18:00,17.6,57.5
07.02.18,21:30:00,17.2,58
07.02.18,21:42:00,16.9,58.4
07.02.18,21:54:00,16.6,58.4
07.02.18,22:06:00,16.3,58.3
07.02.18,22:18:00,16.1,58.1
07.02.18,22:30:00,15.8,58.1
07.02.18,22:42:00,15.6,58
07.02.18,22:54:00,15.4,58
07.02.18,23:06:00,15.2,57.9
07.02.18,23:18:00,15,57.8
07.02.18,23:30:00,14.8,57.9
07.02.18,23:42:00,14.7,57.9
07.02.18,23:54:00,14.6,58.1
08.02.18,00:06:00,14.4,58.2
08.02.18,00:18:00,14.3,58.3
08.02.18,00:30:00,14.2,58.3
08.02.18,00:42:00,14.1,58.2
08.02.18,00:54:00,13.9,58.2
08.02.18,01:06:00,13.8,58.3
08.02.18,01:18:00,13.7,58.3
08.02.18,01:30:00,13.6,58.2
08.02.18,01:42:00,13.4,58.1
08.02.18,01:54:00,13.3,58
08.02.18,02:06:00,13.3,57.9
08.02.18,02:18:00,13.2,58
08.02.18,02:30:00,13.1,58
08.02.18,02:42:00,13,58.1
08.02.18,02:54:00,12.9,58.2
08.02.18,03:06:00,12.8,58.2
08.02.18,03:18:00,12.8,58.1
08.02.18,03:30:00,12.7,58
08.02.18,03:42:00,12.6,57.9
08.02.18,03:54:00,12.5,57.8
08.02.18,04:06:00,12.5,57.6
08.02.18,04:18:00,12.4,57.6
08.02.18,04:30:00,12.3,57.6
08.02.18,04:42:00,12.2,57.6
08.02.18,04:54:00,12.2,57.5
08.02.18,05:06:00,12.1,57.5
08.02.18,05:18:00,12.1,57.3
08.02.18,05:30:00,12,57.3
08.02.18,05:42:00,12,57.1
08.02.18,05:54:00,12,56.9
08.02.18,06:06:00,12.4,55.6
08.02.18,06:18:00,12.2,56.1
08.02.18,06:30:00,12.1,56.4
08.02.18,06:42:00,12,56.5
08.02.18,06:54:00,12,56.6
08.02.18,07:06:00,12.1,56.4
08.02.18,07:18:00,13.3,55.9
08.02.18,07:30:00,14.5,56.6
08.02.18,07:42:00,15.5,57.1
08.02.18,07:54:00,16.3,57.1
08.02.18,08:06:00,17,56.6
08.02.18,08:18:00,17.2,56.2
08.02.18,08:30:00,17.7,56.8
08.02.18,08:42:00,18.1,58.4
08.02.18,08:54:00,18.4,59.1
08.02.18,09:06:00,18.8,59.1
08.02.18,09:18:00,19.1,59.3
08.02.18,09:30:00,19.4,59.2
08.02.18,09:42:00,19.7,59.4
08.02.18,09:54:00,20,59.2
08.02.18,10:06:00,20.2,59.7
08.02.18,10:18:00,20.4,59.6
08.02.18,10:30:00,20.6,59
08.02.18,10:42:00,20.9,59.1
08.02.18,10:54:00,21.1,58.7
08.02.18,11:06:00,21.3,59.1
08.02.18,11:18:00,21.5,59.8
08.02.18,11:30:00,21.7,60.4
08.02.18,11:42:00,21.8,60.4
08.02.18,11:54:00,22.3,62.1
08.02.18,12:06:00,23.1,59.5
08.02.18,12:18:00,23.7,59.2
08.02.18,12:30:00,23.6,60.5
08.02.18,12:42:00,23.7,60.9
08.02.18,12:54:00,23.9,60.2
08.02.18,13:06:00,24,59.2
08.02.18,13:18:00,23.9,60.4
08.02.18,13:30:00,23.8,61
08.02.18,13:42:00,23.9,60.3
08.02.18,13:54:00,23.9,60.5
