"name","area pred","max exg pred","mean exg pred","min exg pred","max exr pred","mean exr pred","min exr pred","max exgr pred","mean exgr pred","min exgr pred","Gen ","Frame","","max exg gt","mean exg gt","min exg gt","max exr gt","mean exr gt","min exr gt","max exgr gt","mean exgr gt","min exgr gt","area gt"
"video0019_frame0001_R128x128.png","0","25","-3.240234375","-83","107","15.354614257812","0","22","-18.594848632812","-128","19","1","","25","-3.240234375","-83","107","15.354614257812","0","22","-18.594848632812","-128","0"
"video0019_frame0002_R128x128.png","0","20","-5.6861572265625","-46","113","18.378601074219","0","20","-24.064758300781","-114","19","2","","20","-5.6861572265625","-46","113","18.378601074219","0","20","-24.064758300781","-114","0"
"video0019_frame0003_R128x128.png","140","54","-1.4586181640625","-25","97","19.963317871094","0","54","-21.421936035156","-114","19","3","","54","-1.4586181640625","-25","97","19.963317871094","0","54","-21.421936035156","-114","140"
"video0019_frame0004_R128x128.png","683","68","1.7239379882812","-47","112","17.692749023438","0","68","-15.968811035156","-131","19","4","","68","1.7239379882812","-47","112","17.692749023438","0","68","-15.968811035156","-131","683"
"video0019_frame0005_R128x128.png","1641","70","8.4999389648438","-24","112","18.741760253906","0","70","-10.241821289062","-122","19","5","","67","5.1996459960938","-34","113","17.887573242188","0","67","-12.687927246094","-128","1164"
"video0019_frame0006_R128x128.png","3720","64","14.585144042969","-29","96","16.310974121094","0","64","-1.725830078125","-116","19","6","","75","13.39990234375","-33","104","16.118774414062","0","75","-2.7188720703125","-126","3549"
"video0019_frame0007_R128x128.png","5328","67","18.466735839844","-25","112","15.739501953125","0","67","2.7272338867188","-127","19","7","","80","19.791564941406","-35","113","14.510986328125","0","80","5.2805786132812","-128","5804"
"video0019_frame0008_R128x128.png","9280","72","28.398559570312","-19","111","9.974365234375","0","72","18.424194335938","-110","19","8","","82","30.558410644531","-28","114","9.4109497070312","0","82","21.1474609375","-127","10081"
"video0020_frame0001_R128x128.png","14077","84","42.961181640625","-22","91","2.885498046875","0","84","40.07568359375","-105","20","9","","84","42.961181640625","-22","91","2.885498046875","0","84","40.07568359375","-105","14077"
"video0020_frame0002_R128x128.png","13275","105","57.280578613281","-19","106","4.3948974609375","0","105","52.885681152344","-107","20","10","","105","57.280578613281","-19","106","4.3948974609375","0","105","52.885681152344","-107","13275"
"video0020_frame0003_R128x128.png","13096","116","60.863464355469","-11","92","2.4879760742188","0","116","58.37548828125","-99","20","11","","116","60.863464355469","-11","92","2.4879760742188","0","116","58.37548828125","-99","13096"
"video0020_frame0004_R128x128.png","13669","125","72.944396972656","-24","98","2.2639770507812","0","125","70.680419921875","-122","20","12","","125","72.944396972656","-24","98","2.2639770507812","0","125","70.680419921875","-122","13669"
"video0020_frame0005_R128x128.png","12209","130","75.630798339844","-3","100","0.87799072265625","0","130","74.752807617188","-95","20","13","","133","81.79345703125","-4","128","0.73095703125","0","133","81.0625","-118","10836"
"video0020_frame0006_R128x128.png","12666","107","60.031860351562","-15","120","1.5142822265625","0","107","58.517578125","-122","20","14","","116","70.003173828125","-13","109","1.4575805664062","0","116","68.545593261719","-119","13376"
"video0020_frame0007_R128x128.png","14912","92","46.219421386719","-10","110","3.1383666992188","0","92","43.0810546875","-113","20","15","","126","56.083618164062","-7","108","2.1504516601562","0","126","53.933166503906","-112","12361"
"video0020_frame0008_R128x128.png","13769","96","48.340270996094","-25","92","1.614013671875","0","96","46.726257324219","-111","20","16","","111","56.187561035156","-34","115","0.79425048828125","0","111","55.393310546875","-148","10905"
"video0021_frame0001_R128x128.png","0","17","-0.94232177734375","-79","106","15.4404296875","0","17","-16.382751464844","-119","21","1","","17","-0.94232177734375","-79","106","15.4404296875","0","17","-16.382751464844","-119","0"
"video0021_frame0002_R128x128.png","10","45","-12.97265625","-47","108","16.130432128906","0","45","-29.103088378906","-108","21","2","","45","-12.97265625","-47","108","16.130432128906","0","45","-29.103088378906","-108","10"
"video0021_frame0003_R128x128.png","117","55","-0.07977294921875","-56","113","19.675231933594","0","55","-19.755004882812","-130","21","3","","55","-0.07977294921875","-56","113","19.675231933594","0","55","-19.755004882812","-130","117"
"video0021_frame0004_R128x128.png","576","70","-4.5344848632812","-52","115","18.482604980469","0","70","-23.01708984375","-129","21","4","","70","-4.5344848632812","-52","115","18.482604980469","0","70","-23.01708984375","-129","576"
"video0021_frame0005_R128x128.png","1712","68","7.76513671875","-26","95","18.312683105469","0","68","-10.547546386719","-112","21","5","","77","5.63037109375","-52","116","17.852844238281","0","77","-12.222473144531","-136","1523"
"video0021_frame0006_R128x128.png","4965","70","16.279663085938","-25","101","15.3486328125","0","70","0.9310302734375","-113","21","6","","68","12.074890136719","-40","117","15.151611328125","0","68","-3.0767211914062","-136","4183"
"video0021_frame0007_R128x128.png","7627","81","24.905578613281","-26","114","12.287292480469","0","81","12.618286132812","-127","21","7","","76","21.129577636719","-25","121","10.968322753906","0","76","10.161254882812","-139","6805"
"video0021_frame0008_R128x128.png","11277","87","37.883666992188","-35","113","10.078308105469","0","87","27.805358886719","-121","21","8","","83","35.902954101562","-35","109","8.009765625","0","83","27.893188476562","-108","11501"
"video0022_frame0001_R128x128.png","13543","75","39.793518066406","-27","82","2.9841918945312","0","75","36.809326171875","-108","22","9","","75","39.793518066406","-27","82","2.9841918945312","0","75","36.809326171875","-108","13543"
"video0022_frame0002_R128x128.png","13973","83","45.599304199219","-15","102","4.2326049804688","0","83","41.36669921875","-106","22","10","","83","45.599304199219","-15","102","4.2326049804688","0","83","41.36669921875","-106","13973"
"video0022_frame0003_R128x128.png","13893","83","38.265625","-47","107","4.2672119140625","0","83","33.998413085938","-125","22","11","","83","38.265625","-47","107","4.2672119140625","0","83","33.998413085938","-125","13893"
"video0022_frame0004_R128x128.png","12719","117","63.105346679688","-22","100","2.9945068359375","0","117","60.11083984375","-122","22","12","","117","63.105346679688","-22","100","2.9945068359375","0","117","60.11083984375","-122","12719"
"video0022_frame0005_R128x128.png","14498","103","58.387817382812","-29","118","3.9409790039062","0","103","54.446838378906","-144","22","13","","110","64.287719726562","-22","137","2.3702392578125","0","110","61.91748046875","-153","15073"
"video0022_frame0006_R128x128.png","14162","94","48.670715332031","-7","116","2.008544921875","0","94","46.662170410156","-112","22","14","","107","56.411376953125","-27","104","1.80517578125","0","107","54.606201171875","-114","13397"
"video0022_frame0007_R128x128.png","14373","113","56.733642578125","-22","105","2.5150146484375","0","113","54.218627929688","-116","22","15","","149","53.256774902344","-17","111","1.6907958984375","0","149","51.565979003906","-114","10639"
"video0022_frame0008_R128x128.png","14711","93","46.613830566406","-19","97","2.9143676757812","0","93","43.699462890625","-111","22","16","","95","47.602233886719","-17","97","2.0117797851562","0","95","45.590454101562","-102","14895"
