"name","area pred","max exg pred","mean exg pred","min exg pred","max exr pred","mean exr pred","min exr pred","max exgr pred","mean exgr pred","min exgr pred","Gen","Frame","","area gt","max exg gt","mean exg gt","min exg gt","max exr gt","mean exr gt","min exr gt","max exgr gt","mean exgr gt","min exgr gt"
"video0015_frame0002_R128x128.png","0","26","-8.8525390625","-36","106","16.144470214844","0","20","-24.997009277344","-104","15","2","","0","26","-8.8525390625","-36","106","16.144470214844","0","20","-24.997009277344","-104"
"video0015_frame0003_R128x128.png","133","55","-2.1631469726562","-65","103","19.529602050781","0","55","-21.692749023438","-129","15","3","","133","55","-2.1631469726562","-65","103","19.529602050781","0","55","-21.692749023438","-129"
"video0015_frame0004_R128x128.png","436","74","-2.8362426757812","-32","110","17.94189453125","0","74","-20.778137207031","-140","15","4","","436","74","-2.8362426757812","-32","110","17.94189453125","0","74","-20.778137207031","-140"
"video0015_frame0005_R128x128.png","1232","66","7.3781127929688","-21","112","20.017639160156","0","66","-12.639526367188","-121","15","5","","980","64","2.9113159179688","-57","113","18.131286621094","0","64","-15.219970703125","-133"
"video0015_frame0006_R128x128.png","3474","69","13.991638183594","-28","108","17.154113769531","0","69","-3.1624755859375","-113","15","6","","3024","68","10.19970703125","-35","117","16.423095703125","0","68","-6.223388671875","-130"
"video0015_frame0007_R128x128.png","4809","64","16.696228027344","-23","109","14.471313476562","0","64","2.2249145507812","-113","15","7","","4205","68","12.888977050781","-43","112","14.647644042969","0","68","-1.7586669921875","-123"
"video0015_frame0008_R128x128.png","9642","65","27.336791992188","-20","104","8.9322509765625","0","65","18.404541015625","-122","15","8","","9902","88","29.522888183594","-24","104","8.631591796875","0","88","20.891296386719","-110"
"video0016_frame0001_R128x128.png","8123","68","23.964050292969","-24","107","9.8172607421875","0","68","14.146789550781","-112","16","9","","8123","68","23.964050292969","-24","107","9.8172607421875","0","68","14.146789550781","-112"
"video0016_frame0002_R128x128.png","13012","88","44.568176269531","-20","106","3.2252197265625","0","88","41.342956542969","-110","16","10","","13012","88","44.568176269531","-20","106","3.2252197265625","0","88","41.342956542969","-110"
"video0016_frame0003_R128x128.png","13888","116","60.927124023438","-25","100","2.749267578125","0","116","58.177856445312","-101","16","11","","13888","116","60.927124023438","-25","100","2.749267578125","0","116","58.177856445312","-101"
