name,area,max exg,mean exg,min exg,max exr,mean exr,min exr,max exgr,mean exgr,min exgr,Gen,Frame
video0008_frame0009_R128x128.png,781,137,-0.99017333984375,-64,86,18.844482421875,0,137,-19.8346557617187,-121,8,9
video0008_frame0010_R128x128.png,952,155,0.562744140625,-72,109,17.87255859375,0,155,-17.309814453125,-181,8,10
video0008_frame0011_R128x128.png,980,143,-0.6923828125,-90,85,16.7059326171875,0,143,-17.3983154296875,-155,8,11
video0008_frame0012_R128x128.png,747,141,-2.2486572265625,-71,93,20.5452880859375,0,141,-22.7939453125,-135,8,12
video0009_frame0001_R128x128.png,2150,166,12.751708984375,-78,83,14.5252685546875,0,166,-1.7735595703125,-149,9,1
video0009_frame0002_R128x128.png,2097,157,11.2225341796875,-72,88,17.1889038085938,0,157,-5.96636962890625,-147,9,2
video0009_frame0003_R128x128.png,1739,165,10.385986328125,-58,87,18.5572509765625,0,165,-8.1712646484375,-122,9,3
video0009_frame0004_R128x128.png,2124,152,13.8778686523438,-62,89,14.7220458984375,0,152,-0.84417724609375,-151,9,4
video0009_frame0005_R128x128.png,3951,157,26.077880859375,-62,85,13.6588745117188,0,157,12.4190063476563,-134,9,5
video0009_frame0006_R128x128.png,4194,169,26.8909301757812,-69,85,14.1524658203125,0,169,12.7384643554688,-149,9,6
video0009_frame0007_R128x128.png,3104,155,15.5185546875,-65,95,17.0619506835938,0,155,-1.54339599609375,-121,9,7
video0009_frame0008_R128x128.png,3343,156,16.7850952148438,-67,91,15.8215942382812,0,156,0.9635009765625,-120,9,8
video0009_frame0009_R128x128.png,2098,159,8.490234375,-67,83,16.8687133789063,0,159,-8.37847900390625,-138,9,9
video0009_frame0010_R128x128.png,2322,142,8.74224853515625,-63,96,17.110107421875,0,142,-8.36785888671875,-153,9,10
video0009_frame0011_R128x128.png,2823,156,13.93359375,-81,79,16.3392944335938,0,156,-2.40570068359375,-155,9,11
video0009_frame0012_R128x128.png,2570,151,10.4819946289063,-67,94,17.9102783203125,0,151,-7.42828369140625,-161,9,12
video0010_frame0001_R128x128.png,414,118,-6.2554931640625,-78,81,14.9671020507812,0,118,-21.2225952148437,-136,10,1
video0010_frame0002_R128x128.png,477,113,-3.9449462890625,-72,88,15.338134765625,0,113,-19.2830810546875,-160,10,2
video0010_frame0003_R128x128.png,591,120,-4.91363525390625,-86,88,13.1262817382813,0,120,-18.0399169921875,-146,10,3
video0010_frame0004_R128x128.png,727,144,-4.4449462890625,-96,84,21.920654296875,0,144,-26.3656005859375,-157,10,4
video0010_frame0005_R128x128.png,430,113,-5.841064453125,-81,82,14.7803344726562,0,113,-20.6213989257812,-149,10,5
video0010_frame0006_R128x128.png,387,119,-5.04119873046875,-70,96,18.122802734375,0,119,-23.1640014648437,-157,10,6
video0010_frame0007_R128x128.png,590,166,-2.9884033203125,-72,88,19.80419921875,0,166,-22.7926025390625,-145,10,7
video0010_frame0008_R128x128.png,261,127,-4.96295166015625,-67,83,22.36767578125,0,127,-27.3306274414062,-125,10,8
video0010_frame0009_R128x128.png,408,112,-4.45733642578125,-62,88,16.8128662109375,0,112,-21.2702026367187,-119,10,9
video0010_frame0010_R128x128.png,442,132,-2.47027587890625,-62,90,18.02685546875,0,132,-20.4971313476562,-120,10,10
video0010_frame0011_R128x128.png,186,112,-5.63238525390625,-78,88,15.9873046875,0,112,-21.6196899414062,-140,10,11
video0010_frame0012_R128x128.png,306,111,-6.281982421875,-80,86,19.0422973632813,0,111,-25.3242797851563,-149,10,12
video0011_frame0001_R128x128.png,697,151,1.708984375,-65,89,20.59375,0,151,-18.884765625,-135,11,1
video0011_frame0002_R128x128.png,641,160,1.89654541015625,-65,88,15.4375,0,160,-13.5409545898438,-142,11,2
video0011_frame0003_R128x128.png,771,150,1.052001953125,-75,81,16.321044921875,0,150,-15.26904296875,-134,11,3
video0011_frame0004_R128x128.png,603,168,-3.8941650390625,-103,80,19.699462890625,0,168,-23.5936279296875,-160,11,4
video0011_frame0005_R128x128.png,342,139,-4.713134765625,-78,76,16.3260498046875,0,139,-21.0391845703125,-126,11,5
video0011_frame0006_R128x128.png,1049,144,5.1973876953125,-75,83,15.3395385742188,0,144,-10.1421508789063,-155,11,6
video0011_frame0007_R128x128.png,860,148,0.35821533203125,-67,99,19.6405639648437,0,148,-19.2823486328125,-146,11,7
video0011_frame0008_R128x128.png,751,138,-1.9527587890625,-75,90,17.4885864257813,0,138,-19.4413452148438,-129,11,8
video0011_frame0009_R128x128.png,855,139,-1.43475341796875,-91,89,17.4760131835938,0,139,-18.9107666015625,-171,11,9
video0011_frame0010_R128x128.png,787,135,-1.70648193359375,-67,84,16.846923828125,0,135,-18.5534057617188,-138,11,10
video0011_frame0011_R128x128.png,862,134,-1.3431396484375,-101,82,17.3175659179687,0,134,-18.6607055664063,-165,11,11
video0011_frame0012_R128x128.png,870,140,-2.156494140625,-80,99,19.9295654296875,0,140,-22.0860595703125,-148,11,12
video0012_frame0001_R128x128.png,1749,150,8.76763916015625,-66,85,13.3751831054688,0,150,-4.6075439453125,-129,12,1
video0012_frame0002_R128x128.png,3982,176,22.357177734375,-61,86,15.2548217773438,0,176,7.10235595703125,-127,12,2
video0012_frame0003_R128x128.png,3293,167,22.3434448242187,-69,92,14.0232543945313,0,167,8.3201904296875,-140,12,3
video0012_frame0004_R128x128.png,3723,177,24.2406616210937,-58,83,16.2313842773438,0,177,8.00927734375,-128,12,4
video0012_frame0005_R128x128.png,3824,147,22.4957885742187,-76,89,16.31640625,0,147,6.17938232421875,-159,12,5
video0012_frame0006_R128x128.png,3030,156,12.8591918945313,-82,86,19.04150390625,0,156,-6.18231201171875,-155,12,6
video0012_frame0007_R128x128.png,3163,161,15.9906005859375,-73,92,16.6900024414063,0,161,-0.69940185546875,-144,12,7
video0012_frame0008_R128x128.png,3981,151,20.9754028320312,-58,84,13.5673828125,0,151,7.40802001953125,-117,12,8
video0012_frame0009_R128x128.png,3515,150,19.0328979492188,-65,95,13.9632568359375,0,150,5.06964111328125,-131,12,9
video0012_frame0010_R128x128.png,2830,156,13.3073120117188,-67,86,16.6727905273438,0,156,-3.365478515625,-124,12,10
video0012_frame0011_R128x128.png,3001,150,14.5881958007813,-80,82,16.15771484375,0,150,-1.56951904296875,-156,12,11
video0012_frame0012_R128x128.png,3178,152,13.5775756835938,-70,93,19.4273071289063,0,152,-5.8497314453125,-131,12,12
video0013_frame0001_R128x128.png,561,127,-3,-82,89,14.44970703125,0,127,-17.44970703125,-161,13,1
video0013_frame0002_R128x128.png,514,114,-4.5482177734375,-79,88,14.540771484375,0,114,-19.0889892578125,-152,13,2
video0013_frame0003_R128x128.png,348,143,-8.9102783203125,-104,84,20.4955444335937,0,143,-29.4058227539062,-163,13,3
video0013_frame0004_R128x128.png,324,131,-3.1663818359375,-89,84,14.5846557617188,0,131,-17.7510375976563,-171,13,4
video0013_frame0005_R128x128.png,257,145,-2.09735107421875,-74,88,14.3321533203125,0,145,-16.4295043945312,-162,13,5
video0013_frame0006_R128x128.png,678,127,-0.98956298828125,-70,93,14.8741455078125,0,127,-15.8637084960937,-138,13,6
video0013_frame0007_R128x128.png,379,126,-4.8316650390625,-64,90,17.011474609375,0,126,-21.8431396484375,-133,13,7
video0013_frame0008_R128x128.png,382,105,-5.15460205078125,-61,82,15.3038330078125,0,105,-20.4584350585937,-112,13,8
video0013_frame0009_R128x128.png,434,117,-5.3558349609375,-82,83,18.9175415039063,0,117,-24.2733764648437,-150,13,9
video0013_frame0010_R128x128.png,489,126,-3.10546875,-72,88,16.2118530273438,0,126,-19.3173217773438,-134,13,10
video0013_frame0011_R128x128.png,231,116,-5.71197509765625,-80,82,17.5570068359375,0,116,-23.2689819335937,-147,13,11
video0013_frame0012_R128x128.png,408,115,-4.9732666015625,-79,94,20.7882080078125,0,115,-25.761474609375,-139,13,12
video0014_frame0001_R128x128.png,543,152,0.0921630859375,-80,87,14.7697143554688,0,152,-14.6775512695313,-144,14,1
video0014_frame0002_R128x128.png,858,149,-0.8758544921875,-90,82,16.1936645507813,0,149,-17.0695190429688,-148,14,2
video0014_frame0003_R128x128.png,543,146,-1.69207763671875,-92,83,17.1159057617188,0,146,-18.8079833984375,-157,14,3
video0014_frame0004_R128x128.png,732,170,2.50018310546875,-73,80,20.3135986328125,0,170,-17.8134155273438,-133,14,4
video0014_frame0005_R128x128.png,881,148,3.85809326171875,-71,85,12.8399047851563,0,148,-8.9818115234375,-154,14,5
video0014_frame0006_R128x128.png,784,150,0.636962890625,-75,86,13.7030639648438,0,150,-13.0661010742188,-154,14,6
video0014_frame0007_R128x128.png,1174,155,2.56805419921875,-71,100,15.723388671875,0,155,-13.1553344726563,-135,14,7
video0014_frame0008_R128x128.png,671,159,-2.9027099609375,-76,87,16.34716796875,0,159,-19.2498779296875,-136,14,8
video0014_frame0009_R128x128.png,767,167,0.86474609375,-59,85,18.55908203125,0,167,-17.6943359375,-124,14,9
video0014_frame0010_R128x128.png,899,159,1.0701904296875,-72,86,18.7583618164063,0,159,-17.6881713867188,-127,14,10
video0014_frame0011_R128x128.png,786,144,-1.75897216796875,-97,84,15.5634765625,0,144,-17.3224487304687,-164,14,11
video0014_frame0012_R128x128.png,722,148,-2.8671875,-73,88,20.3275756835937,0,148,-23.1947631835938,-140,14,12
video0015_frame0001_R128x128.png,1788,157,9.66546630859375,-96,83,14.4577026367188,0,157,-4.792236328125,-177,15,1
video0015_frame0002_R128x128.png,2731,173,17.696533203125,-87,87,17.41845703125,0,173,0.278076171875,-174,15,2
video0015_frame0003_R128x128.png,2215,144,6.948486328125,-78,95,20.37939453125,0,144,-13.430908203125,-123,15,3
video0015_frame0004_R128x128.png,2500,157,9.2969970703125,-99,83,19.8181762695312,0,157,-10.5211791992188,-169,15,4
video0015_frame0005_R128x128.png,2672,154,14.8040161132813,-70,86,17.4168090820313,0,154,-2.61279296875,-154,15,5
video0015_frame0006_R128x128.png,3460,161,19.658447265625,-77,84,16.7080078125,0,161,2.950439453125,-138,15,6
video0015_frame0007_R128x128.png,2895,153,14.666748046875,-83,88,16.7974853515625,0,153,-2.1307373046875,-142,15,7
video0015_frame0008_R128x128.png,3028,166,14.9874877929688,-70,86,15.4816284179687,0,166,-0.494140625,-120,15,8
video0015_frame0009_R128x128.png,2621,156,11.3836669921875,-63,83,15.7080688476562,0,156,-4.32440185546875,-124,15,9
video0015_frame0010_R128x128.png,2422,155,10.0004272460938,-66,86,16.02978515625,0,155,-6.02935791015625,-131,15,10
video0015_frame0011_R128x128.png,3037,162,15.6273803710938,-85,86,15.4762573242188,0,162,0.151123046875,-169,15,11
video0015_frame0012_R128x128.png,2786,150,11.9951782226563,-75,98,18.5187377929687,0,150,-6.5235595703125,-159,15,12
video0016_frame0001_R128x128.png,486,124,-4.8656005859375,-83,87,14.0950927734375,0,124,-18.960693359375,-148,16,1
video0016_frame0002_R128x128.png,352,121,-9.33514404296875,-100,83,19.0457763671875,0,121,-28.3809204101562,-153,16,2
video0016_frame0003_R128x128.png,631,134,-4.729248046875,-98,76,16.3374633789063,0,134,-21.0667114257812,-165,16,3
video0016_frame0004_R128x128.png,511,125,-3.29779052734375,-106,83,14.5848388671875,0,125,-17.8826293945313,-148,16,4
video0016_frame0005_R128x128.png,452,115,-4.1279296875,-73,82,15.1720581054688,0,115,-19.2999877929687,-152,16,5
video0016_frame0006_R128x128.png,330,120,-3.41162109375,-75,87,16.816650390625,0,120,-20.228271484375,-138,16,6
video0016_frame0007_R128x128.png,361,109,-4.2730712890625,-67,89,16.6581420898438,0,109,-20.9312133789062,-131,16,7
video0016_frame0008_R128x128.png,420,116,-4.92083740234375,-66,88,18.762939453125,0,116,-23.6837768554687,-122,16,8
video0016_frame0009_R128x128.png,413,129,-5.1182861328125,-101,83,17.7401733398438,0,129,-22.8584594726563,-151,16,9
video0016_frame0010_R128x128.png,405,122,-3.79278564453125,-76,85,19.0358276367187,0,122,-22.82861328125,-131,16,10
video0016_frame0011_R128x128.png,282,125,-5.50885009765625,-77,86,22.5209350585938,0,125,-28.02978515625,-157,16,11
video0016_frame0012_R128x128.png,279,126,-5.989013671875,-81,94,20.1303100585937,0,126,-26.1193237304687,-154,17,12
video0017_frame0001_R128x128.png,374,133,-3.44598388671875,-82,82,15.8031616210938,0,133,-19.2491455078125,-157,17,1
video0017_frame0002_R128x128.png,351,136,-1.18609619140625,-63,84,15.1636352539062,0,136,-16.3497314453125,-141,17,2
