Wall time,Step,Value
1633763702.849462,4900,6.578998565673828
1633764420.7585347,5000,6.292462348937988
1633765144.738719,5100,-19.382829666137695
1633765885.3805993,5200,10.712624549865723
1633766604.8131118,5300,8.391339302062988
1633767346.480065,5400,10.129480361938477
1633768066.302772,5500,6.899925231933594
1633768784.7842891,5600,-9.64889907836914
1633763702.849462,4900,6.578998565673828
1633764420.7585347,5000,6.292462348937988
1633765144.738719,5100,-19.382829666137695
1633765885.3805993,5200,10.712624549865723
1633766604.8131118,5300,8.391339302062988
1633767346.480065,5400,10.129480361938477
1633768066.302772,5500,6.899925231933594
1633768784.7842891,5600,-9.64889907836914
1633769527.8239841,5700,2.8206255435943604
1633770247.0688848,5800,14.840320587158203
1633770966.0982137,5900,3.5112154483795166
1633771707.148197,6000,14.035244941711426
1633786608.935775,6000,2.8985073566436768
1633787301.6360445,6100,36.21988296508789
1633788011.9972703,6200,8.804247856140137
1633788701.4590757,6300,-3.704453468322754
1633789389.1814337,6400,25.462583541870117
1633790102.3916981,6500,14.484601974487305
1633845624.2793143,6500,12.93934154510498
1633846352.5336432,6600,19.54059410095215
1633847082.1723442,6700,43.098052978515625
1633847833.559918,6800,16.85786247253418
1633848562.5644894,6900,4.069255352020264
1633849292.073836,7000,15.64254379272461
1633850326.1630368,7100,-52.360897064208984
1633851057.8735032,7200,21.95687484741211
1633851814.621657,7300,-7.397109031677246
1633850326.1630368,7100,-52.360897064208984
1633851057.8735032,7200,21.95687484741211
1633851814.621657,7300,-7.397109031677246
1633852551.9412134,7400,31.272998809814453
1633853287.1226096,7500,5.019566535949707
1633854046.944904,7600,7.299090385437012
1633854782.10539,7700,12.677130699157715
1633855516.4610274,7800,74.62466430664062
1633856858.744045,7900,19.916894912719727
1633857585.4531221,8000,42.97209167480469
1633858338.9623535,8100,79.84207916259766
1633859067.133651,8200,34.018898010253906
1633859795.2255251,8300,55.42580032348633
1633864890.923738,8900,52.43583679199219
1633865617.3384864,9000,42.31241226196289
1633866348.5923207,9100,30.435705184936523
1633874908.0515075,8900,42.1513557434082
1633875610.3670034,9000,10.726824760437012
1633876318.26876,9100,-5.835204601287842
1633877044.3304129,9200,7.854085922241211
1633877748.0933676,9300,61.25530242919922
1633878451.856986,9400,5.437856674194336
1633879178.2057137,9500,10.845842361450195
1633879881.762769,9600,14.65478801727295
1633880585.023572,9700,8.035170555114746
1633881309.9499128,9800,7.386733055114746
1633882014.2304888,9900,29.44955062866211
1633883219.881237,10000,15.141106605529785
1633883932.420369,10100,8.810247421264648
1633884639.5655026,10200,7.458660125732422
1633887118.7232187,10300,13.214847564697266
1633887826.4305637,10400,28.48778533935547
1633888534.5784082,10500,22.675622940063477
1633947539.836786,10600,13.398804664611816
1633948262.435189,10700,16.57859992980957
1633949008.269785,10800,30.932357788085938
1633949732.411593,10900,11.54092788696289
1633950456.9587598,11000,3.348721981048584
