Wall time,Step,Value
1634194217.0320492,13000,-4.548395156860352
1634194912.055472,13100,-5.924323081970215
1634195602.1251104,13200,-3.8204739093780518
1634196320.4767902,13300,-4.487124443054199
1634197010.9693081,13400,-3.089620590209961
1634197729.161596,13500,-2.038313865661621
1634198421.3562953,13600,-3.7895286083221436
1634199114.3045173,13700,-2.749689817428589
1634199831.5795395,13800,-2.787889242172241
1634200524.367098,13900,-2.068106174468994
1634201215.4871235,14000,-1.553399920463562
1634201935.1157556,14100,-1.9260810613632202
1634202627.412691,14200,-2.2882792949676514
1634203342.8793502,14300,-3.152789831161499
